"game_title","game_platform","publisher_title"
"Lucky Luke","PS","Ocean"
"Lufia: Curse of the Sinistrals","DS","Square Enix"
"Lufia: The Ruins of Lore","GBA","Taito"
"Luigi's Mansion","GC","Nintendo"
"Luigi's Mansion: Dark Moon","3DS","Nintendo"
"Lumines ll","PSP","Disney Interactive Studios"
"Lumines: Electronic Symphony","PSV","Ubisoft"
"Lumines: Puzzle Fusion","PSP","Ubisoft"
"Luminous Arc","DS","Rising Star Games"
"Luminous Arc 2","DS","Rising Star Games"
"Luminous Arc 2 (JP sales)","DS","Unknown"
"Luminous Arc 3","DS","Marvelous Interactive"
"Luminous Arc Infinity","PSV","Marvel Entertainment"
"Lumo","PSV","Rising Star Games"
"Lunacy","SAT","Sega"
"Lunar 2: Eternal Blue","SAT","Kadokawa Shoten"
"Lunar 2: Eternal Blue Complete","PS","Kadokawa Shoten"
"Lunar 2: Eternal Blue(sales but wrong system)","GEN","Game Arts"
"Lunar Knights","DS","Konami Digital Entertainment"
"Lunar Legend","GBA","Media Rings"
"Lunar: Dragon Song","DS","Rising Star Games"
"Lunar: Silver Star Harmony","PSP","GungHo"
"Lunar: Silver Star Story","SAT","Kadokawa Shoten"
"Lunar: Silver Star Story Complete","PS","Kadokawa Shoten"
"Lunar: Silver Star Story Complete","SAT","Kadokawa Shoten"
"Lunatic Dawn Tempest","PS2","ArtDink"
"Lupin III: Lupin ni wa Shi o Zenigata ni wa Koi o","PS2","505 Games"
"Lupin Sansei: Shijou Saidai no Zunousen","DS","Namco Bandai Games"
"Lupin the 3rd: Treasure of the Sorcerer King","PS2","505 Games"
"Lux-Pain","DS","Rising Star Games"
"Lux-Pain (JP sales)","DS","Rising Star Games"
"Luxor 3","Wii","Mumbo Jumbo"
"Luxor: Pharaoh's Challenge","DS","Funsta"
"Luxor: Pharaoh's Challenge","Wii","Funsta"
"Luxor: The Wrath of Set","PSP","Mumbo Jumbo"
"M&M's Adventure","DS","Zoo Digital Publishing"
"M&M's Beach Party","Wii","Zoo Digital Publishing"
"M&M's Blast!","GBA","Unknown"
"M&M's Kart Racing","DS","Zoo Digital Publishing"
"M&M's Kart Racing","Wii","Zoo Digital Publishing"
"M&Ms Shell Shocked","PS","Berkeley"
"Mace Griffin: Bounty Hunter","PS2","Electronic Arts"
"Mace Griffin: Bounty Hunter","XB","Electronic Arts"
"Mace: The Dark Age","N64","GT Interactive"
"Machi-Ing Maker 3 x Tousouchuu","PSP","D3Publisher"
"Machi-ing Maker 4","PS3","D3Publisher"
"Machi: Unmei no Kousaten","PSP","ChunSoft"
"Machinarium","PC","Daedalic"
"Machine Head","PS","Eidos Interactive"
"Macross ? Scramble","PSV","Namco Bandai Games"
"Macross 30: Ginga o Tsunagu Utagoe","PS3","Namco Bandai Games"
"Macross Ace Frontier","PSP","Namco Bandai Games"
"Macross Digital Mission VF-X","PS","Namco Bandai Games"
"Macross Triangle Frontier","PSP","Namco Bandai Games"
"Macross Ultimate Frontier","PSP","Namco Bandai Games"
"Mad Dash Racing","XB","Eidos Interactive"
"Mad Dog McCree: Gunslinger Pack","Wii","Majesco Entertainment"
"Mad Maestro!","PS2","Eidos Interactive"
"Mad Max (2015)","PS4","Warner Bros. Interactive Entertainment"
"Mad Max (2015)","XOne","Warner Bros. Interactive Entertainment"
"Madagascar","DS","Activision"
"Madagascar","GBA","Activision"
"Madagascar","GC","Activision"
"Madagascar","PS2","Activision"
"Madagascar","XB","Activision"
"Madagascar: Escape 2 Africa","DS","Activision"
"Madagascar: Escape 2 Africa","PC","Activision"
"Madagascar: Escape 2 Africa","PS2","Activision"
"Madagascar: Escape 2 Africa","PS3","Activision"
"Madagascar: Escape 2 Africa","Wii","Activision"
"Madagascar: Escape 2 Africa","X360","Activision"
"Madagascar: Operation Penguin","GBA","Activision"
"Madden Football 64","N64","Electronic Arts"
"Madden NFL 06","DS","Electronic Arts"
"Madden NFL 06","GBA","Electronic Arts"
"Madden NFL 06","GC","Electronic Arts"
"Madden NFL 06","PS2","Electronic Arts"
"Madden NFL 06","PSP","Electronic Arts"
"Madden NFL 06","X360","Electronic Arts"
"Madden NFL 06","XB","Electronic Arts"
"Madden NFL 07","DS","Electronic Arts"
"Madden NFL 07","GBA","Electronic Arts"
"Madden NFL 07","GC","Electronic Arts"
"Madden NFL 07","PS2","Electronic Arts"
"Madden NFL 07","PS3","Electronic Arts"
"Madden NFL 07","PSP","Unknown"
"Madden NFL 07","Wii","Electronic Arts"
"Madden NFL 07","X360","Electronic Arts"
"Madden NFL 07","XB","Electronic Arts"
"Madden NFL 08","DS","Electronic Arts"
"Madden NFL 08","GC","Electronic Arts"
"Madden NFL 08","PS2","Electronic Arts"
"Madden NFL 08","PS3","Electronic Arts"
"Madden NFL 08","PSP","Electronic Arts"
"Madden NFL 08","Wii","Electronic Arts"
"Madden NFL 08","X360","Electronic Arts"
"Madden NFL 08","XB","Electronic Arts"
"Madden NFL 09","DS","Electronic Arts"
"Madden NFL 09","PS2","Electronic Arts"
"Madden NFL 09","PS3","Electronic Arts"
"Madden NFL 09","PSP","Electronic Arts"
"Madden NFL 09","X360","Electronic Arts"
"Madden NFL 09","XB","Electronic Arts"
"Madden NFL 09 All-Play","Wii","Electronic Arts"
"Madden NFL 10","PS2","Electronic Arts"
"Madden NFL 10","PS3","Electronic Arts"
"Madden NFL 10","PSP","Electronic Arts"
"Madden NFL 10","Wii","Electronic Arts"
"Madden NFL 10","X360","Electronic Arts"
"Madden NFL 11","PS2","Electronic Arts"
"Madden NFL 11","PS3","Electronic Arts"
"Madden NFL 11","PSP","Electronic Arts"
"Madden NFL 11","Wii","Unknown"
"Madden NFL 11","X360","Electronic Arts"
"Madden NFL 12","PS3","Electronic Arts"
"Madden NFL 12","PSP","Electronic Arts"
"Madden NFL 12","Wii","Electronic Arts"
"Madden NFL 12","X360","Electronic Arts"
"Madden NFL 13","PS3","Electronic Arts"
"Madden NFL 13","PSV","Electronic Arts"
"Madden NFL 13","Wii","Electronic Arts"
"Madden NFL 15","PS3","Electronic Arts"
"Madden NFL 15","PS4","Electronic Arts"
"Madden NFL 15","X360","Electronic Arts"
"Madden NFL 15","XOne","Electronic Arts"
"Madden NFL 16","PS3","Electronic Arts"
"Madden NFL 16","PS4","Electronic Arts"
"Madden NFL 16","X360","Electronic Arts"
"Madden NFL 16","XOne","Electronic Arts"
"Madden NFL 17","PS3","Electronic Arts"
"Madden NFL 17","PS4","Electronic Arts"
"Madden NFL 17","X360","Electronic Arts"
"Madden NFL 17","XOne","Electronic Arts"
"Madden NFL 2000","N64","Electronic Arts"
"Madden NFL 2000","PS","Electronic Arts"
"Madden NFL 2001","N64","Electronic Arts"
"Madden NFL 2001","PS","Electronic Arts"
"Madden NFL 2001","PS2","Electronic Arts"
"Madden NFL 2002","GBA","Electronic Arts"
"Madden NFL 2002","GC","Electronic Arts"
"Madden NFL 2002","N64","Electronic Arts"
"Madden NFL 2002","PS","Electronic Arts"
"Madden NFL 2002","PS2","Electronic Arts"
"Madden NFL 2002","XB","Unknown"
"Madden NFL 2003","GBA","Electronic Arts"
"Madden NFL 2003","GC","Electronic Arts"
"Madden NFL 2003","PS2","Electronic Arts"
"Madden NFL 2003","XB","Electronic Arts"
"Madden NFL 2004","GBA","Electronic Arts"
"Madden NFL 2004","GC","Electronic Arts"
"Madden NFL 2004","PS2","Electronic Arts"
"Madden NFL 2004","XB","Electronic Arts"
"Madden NFL 2005","DS","Electronic Arts"
"Madden NFL 2005","GBA","Electronic Arts"
"Madden NFL 2005","GC","Electronic Arts"
"Madden NFL 2005","PS2","Electronic Arts"
"Madden NFL 2005","XB","Electronic Arts"
"Madden NFL 25","PS3","Electronic Arts"
"Madden NFL 25","PS4","Electronic Arts"
"Madden NFL 25","X360","Electronic Arts"
"Madden NFL 25","XOne","Electronic Arts"
"Madden NFL 97","PS","Electronic Arts"
"Madden NFL 98","PS","Electronic Arts"
"Madden NFL 99","N64","Electronic Arts"
"Madden NFL 99","PS","Electronic Arts"
"Madden NFL Football","3DS","Electronic Arts"
"Madou Monogatari","SAT","Compile"
"MadWorld","Wii","Sega"
"Mafia","PC","Take-Two Interactive"
"Mafia","PS2","Illusion Softworks"
"Mafia","XB","Take-Two Interactive"
"Mafia II","PC","Take-Two Interactive"
"Mafia II","PS3","Take-Two Interactive"
"Mafia II","X360","Take-Two Interactive"
"Mafia III","PC","Take-Two Interactive"
"Mafia III","PS4","Take-Two Interactive"
"Mafia III","XOne","Take-Two Interactive"
"MAG: Massive Action Game","PS3","Sony Computer Entertainment"
"Mage Knight: Destiny's Soldier","DS","Namco Bandai Games"
"Magi: Aratanaru Sekai","3DS","Namco Bandai Games"
"Magi: The Labyrinth of Beginning","3DS","Namco Bandai Games"
"Magic Carpet","PS","Electronic Arts"
"Magic Encyclopedia: Moonlight","DS","Foreign Media Games"
"Magic Pengel: The Quest for Color","PS2","Taito"
"Magic: The Gathering - Battlegrounds","XB","Atari"
"Magic: The Gathering - Battlemage","PS","Acclaim Entertainment"
"Magical Starsign (JP sales)","DS","Nintendo"
"Magical Starsign (US sales)","DS","Nintendo"
"Magical Tetris Challenge","N64","Activision"
"Magical Vacation","GBA","Nintendo"
"Magical ZhuZhu Princess: Carriages & Castles","DS","Activision"
"Magician's Quest: Mysterious Times","DS","Konami Digital Entertainment"
"Magician's Quest: Town of Magic","3DS","Konami Digital Entertainment"
"Magicians Academy","PS2","Enterbrain"
"Magicka","PC","Paradox Interactive"
"Magicka Collection","PC","Unknown"
"Magna Carta 2","X360","Banpresto"
"Magna Carta Portable","PSP","Banpresto"
"Magna Carta: Tears of Blood","PS2","505 Games"
"Magnetica","DS","Nintendo"
"Mah Jong Quest: Expeditions","DS","Avanquest"
"Mahjong","NES","Nintendo"
"Mahjong 300","DS","Avanquest"
"Mahjong 3D: Warriors of the Emperor","3DS","DTP Entertainment"
"Mahjong Cub3D","3DS","Sunsoft"
"Mahjong Fight Club","PSP","Konami Digital Entertainment"
"Mahjong Fight Club DS: Wi-Fi Taiou","DS","Konami Digital Entertainment"
"Mahjong Kakutou Club: Zenkoku Taisenban","PS3","Konami Digital Entertainment"
"Mahjong Master","N64","Konami Digital Entertainment"
"Mahjong Taikai","DS","Tecmo Koei"
"Mahjong Taikai IV","PS3","Tecmo Koei"
"Mahjong: Journey Quest for Tikal","DS","Rondomedia"
"Mahjongg Mysteries: Ancient Egypt","DS","Avanquest"
"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~","PS2","Konami Digital Entertainment"
"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu","GBA","Marvelous Interactive"
"Mahou Sensei Negima!? Neo-Pactio Fight!!","Wii","Marvelous Interactive"
"Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces","PSP","Namco Bandai Games"
"Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny","PSP","Namco Bandai Games"
"Mahouka Koukou no Rettousei: Out of Order","PSV","Namco Bandai Games"
"Mai-Otome Hime: Otome Butou Shi","PS2","Sunrise Interactive"
"Majesty 2 Collection","PC","Paradox Interactive"
"Majesty 2: The Fantasy Kingdom Sim","PC","Paradox Interactive"
"Majesty 2: The Fantasy Kingdom Sim","X360","Unknown"
"Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu","DS","Square Enix"
"Majin and the Forsaken Kingdom","PS3","Namco Bandai Games"
"Majin and the Forsaken Kingdom","X360","Namco Bandai Games"
"Majin Tensei","SNES","Atlus"
"Major Dream: Major DS Dream Baseball","DS","Takara Tomy"
"Major Dream: Major Wii Nagero! Gyroball!!","Wii","Takara Tomy"
"Major League Baseball 2K10","DS","Take-Two Interactive"
"Major League Baseball 2K10","PS2","Take-Two Interactive"
"Major League Baseball 2K10","PS3","Take-Two Interactive"
"Major League Baseball 2K10","PSP","Take-Two Interactive"
"Major League Baseball 2K10","Wii","Take-Two Interactive"
"Major League Baseball 2K10","X360","Take-Two Interactive"
"Major League Baseball 2K11","DS","Take-Two Interactive"
"Major League Baseball 2K11","PC","Take-Two Interactive"
"Major League Baseball 2K11","PS2","Take-Two Interactive"
"Major League Baseball 2K11","PS3","Take-Two Interactive"
"Major League Baseball 2K11","PSP","Take-Two Interactive"
"Major League Baseball 2K11","Wii","Take-Two Interactive"
"Major League Baseball 2K11","X360","Take-Two Interactive"
"Major League Baseball 2K12","DS","Take-Two Interactive"
"Major League Baseball 2K12","PC","Take-Two Interactive"
"Major League Baseball 2K12","PS3","Take-Two Interactive"
"Major League Baseball 2K12","PSP","Take-Two Interactive"
"Major League Baseball 2K12","Wii","Take-Two Interactive"
"Major League Baseball 2K12","X360","Take-Two Interactive"
"Major League Baseball 2K13","PS3","Take-Two Interactive"
"Major League Baseball 2K13","X360","Take-Two Interactive"
"Major League Baseball 2K5","PS2","Take-Two Interactive"
"Major League Baseball 2K5","XB","Take-Two Interactive"
"Major League Baseball 2K6","GC","Take-Two Interactive"
"Major League Baseball 2K6","PS2","Spike"
"Major League Baseball 2K6","PSP","Unknown"
"Major League Baseball 2K6","X360","Spike"
"Major League Baseball 2K6","XB","Take-Two Interactive"
"Major League Baseball 2K7","PS2","Spike"
"Major League Baseball 2K7","PS3","Spike"
"Major League Baseball 2K7","PSP","Take-Two Interactive"
"Major League Baseball 2K7","X360","Spike"
"Major League Baseball 2K8","PS2","Bethesda Softworks"
"Major League Baseball 2K8","PS3","Bethesda Softworks"
"Major League Baseball 2K8","PSP","Unknown"
"Major League Baseball 2K8","Wii","Take-Two Interactive"
"Major League Baseball 2K8","X360","Bethesda Softworks"
"Major League Baseball 2K8 Fantasy All-Stars","DS","Take-Two Interactive"
"Major League Baseball 2K9","PS2","Spike"
"Major League Baseball 2K9","PS3","Spike"
"Major League Baseball 2K9","PSP","Spike"
"Major League Baseball 2K9","Wii","Take-Two Interactive"
"Major League Baseball 2K9","X360","Spike"
"Major League Baseball Featuring Ken Griffey Jr","N64","Nintendo"
"Major Minor's Majestic March","Wii","Majesco Entertainment"
"Makai Kingdom: Chronicles of the Sacred Tome","PS2","Tecmo Koei"
"Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita","PS3","Nippon Ichi Software"
"Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita","PS3","Nippon Ichi Software"
"Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita","PSP","Nippon Ichi Software"
"Makai Shin Trillion","PSV","Idea Factory"
"Make 10: A Journey of Numbers","DS","Nintendo"
"Maken Shao: Demon Sword","PS2","Midas Interactive Entertainment"
"Making History: The Great War","PSP","Namco Bandai Games"
"Making History: The Great War","Wii","Namco Bandai Games"
"Malice","PS2","Evolved Games"
"Malice","XB","Evolved Games"
"Mame Goma 2: Uchi no Ko ga Ichiban!","DS","Creative Core"
"Mame Goma: Honobo no Nikki","DS","TDK Core"
"Mame Goma: Shiro to Kuro no Meikyuu","3DS","Nippon Ichi Software"
"Mamoru-kun wa Norowarete Shimatta!","X360","G.Rev"
"Man vs. Wild","PS3","Abylight"
"Man vs. Wild","Wii","Crave Entertainment"
"Man vs. Wild","X360","Crave Entertainment"
"Mana Khemia 2: Fall of Alchemy","PS2","Gust"
"Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+","PSP","Gust"
"Mana Khemia: Alchemists of Al-Revis","PS2","Nippon Ichi Software"
"Mana Khemia: Alchemists of Al-Revis (JP sales)","PS2","Nippon Ichi Software"
"Mana Khemia: Student Alliance","PSP","Nippon Ichi Software"
"Manhunt","PS2","Take-Two Interactive"
"Manhunt","XB","Take-Two Interactive"
"Manhunt 2","PS2","Take-Two Interactive"
"Manhunt 2","PSP","Take-Two Interactive"
"Manhunt 2","Wii","Take-Two Interactive"
"MapleStory DS","DS","Nexon"
"MAPLUS: Portable Navi","PSP","Edia"
"MAPLUS: Portable Navi 3","PSP","Edia"
"Mappy","NES","Namco Bandai Games"
"Mar Heaven: Karudea no Akuma","DS","Konami Digital Entertainment"
"Marble Madness / Klax","GBA","Zoo Digital Publishing"
"Marble Saga: Kororinpa","Wii","Konami Digital Entertainment"
"Marc Ecko's Getting Up: Contents Under Pressure","PS2","Atari"
"March of the Penguins","DS","Zoo Digital Publishing"
"Marginal #4: Idol of Supernova","PSV","Idea Factory"
"Margot's Word Brain","DS","Zoo Games"
"Margot's Word Brain","Wii","Zoo Digital Publishing"
"Marie no Atelier: Salburg no Renkinjutsushi","PS","Gust"
"Marines: Modern Urban Combat","Wii","O-Games"
"Mario's Picross","GB","Nintendo"
"Mario & Luigi: Bowser's Inside Story","DS","Nintendo"
"Mario & Luigi: Dream Team","3DS","Nintendo"
"Mario & Luigi: Paper Jam","3DS","Nintendo"
"Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack","3DS","Nintendo"
"Mario & Luigi: Partners in Time","DS","Nintendo"
"Mario & Luigi: Superstar Saga","GBA","Nintendo"
"Mario & Sonic at the London 2012 Olympic Games","3DS","Sega"
"Mario & Sonic at the London 2012 Olympic Games","Wii","Sega"
"Mario & Sonic at the Olympic Games","DS","Sega"
"Mario & Sonic at the Olympic Games","Wii","Sega"
"Mario & Sonic at the Olympic Winter Games","DS","Sega"
"Mario & Sonic at the Olympic Winter Games","Wii","Sega"
"Mario & Sonic at the Rio 2016 Olympic Games","3DS","Nintendo"
"Mario & Sonic at the Rio 2016 Olympic Games","WiiU","Nintendo"
"Mario & Sonic at the Sochi 2014 Olympic Winter Games","WiiU","Nintendo"
"Mario & Wario","SNES","Nintendo"
"Mario Bros.","2600","Atari"
"Mario Bros.","NES","Nintendo"
"Mario Golf","GB","Nintendo"
"Mario Golf","N64","Nintendo"
"Mario Golf: Advance Tour","GBA","Nintendo"
"Mario Golf: Toadstool Tour","GC","Nintendo"
"Mario Golf: World Tour","3DS","Nintendo"
"Mario Hoops 3 on 3","DS","Nintendo"
"Mario Kart 64","N64","Nintendo"
"Mario Kart 7","3DS","Nintendo"
"Mario Kart 8","WiiU","Nintendo"
"Mario Kart DS","DS","Nintendo"
"Mario Kart Wii","Wii","Nintendo"
"Mario Kart: Double Dash!!","GC","Nintendo"
"Mario Kart: Super Circuit","GBA","Nintendo"
"Mario no Super Picross","SNES","Nintendo"
"Mario Paint","SNES","Nintendo"
"Mario Party","N64","Nintendo"
"Mario Party 10","WiiU","Nintendo"
"Mario Party 2","N64","Nintendo"
"Mario Party 3","N64","Nintendo"
"Mario Party 4","GC","Nintendo"
"Mario Party 5","GC","Nintendo"
"Mario Party 6","GC","Nintendo"
"Mario Party 7","GC","Nintendo"
"Mario Party 8","Wii","Nintendo"
"Mario Party 9","Wii","Nintendo"
"Mario Party Advance","GBA","Nintendo"
"Mario Party DS","DS","Nintendo"
"Mario Party: Island Tour","3DS","Nintendo"
"Mario Party: Star Rush","3DS","Nintendo"
"Mario Pinball Land","GBA","Nintendo"
"Mario Power Tennis","GC","Nintendo"
"Mario Sports Mix","Wii","Nintendo"
"Mario Strikers Charged","Wii","Nintendo"
"Mario Super Sluggers","Wii","Nintendo"
"Mario Superstar Baseball","GC","Nintendo"
"Mario Tennis","3DS","N/A"
"Mario Tennis","GB","Nintendo"
"Mario Tennis","N64","Nintendo"
"Mario Tennis","Wii","Nintendo"
"Mario Tennis Open","3DS","Nintendo"
"Mario Tennis Ultra Smash","WiiU","Nintendo"
"Mario Tennis: Power Tour","GBA","Nintendo"
"Mario vs. Donkey Kong","GBA","Nintendo"
"Mario vs. Donkey Kong 2: March of the Minis","DS","Nintendo"
"Mario vs. Donkey Kong: Mini-Land Mayhem!","DS","Nintendo"
"Mario vs. Donkey Kong: Tipping Stars","3DS","Nintendo"
"Mario vs. Donkey Kong: Tipping Stars","WiiU","Nintendo"
"Mark Davis Pro Bass Challenge","PS2","Natsume"
"Mark McMorris Infinite Air","PS4","FuRyu Corporation"
"Mark McMorris Infinite Air","XOne","FuRyu Corporation"
"Marker Man Adventures","DS","Majesco Entertainment"
"Marriage Royale: Prism Story","PSP","ASCII Media Works"
"Martian Gothic: Unification","PS","Take-Two Interactive"
"Martian Panic","Wii","Unknown"
"Marvel Avengers: Battle for Earth","WiiU","Ubisoft"
"Marvel Avengers: Battle for Earth","X360","Ubisoft"
"Marvel Nemesis: Rise of the Imperfects","DS","Electronic Arts"
