"critic_score","user_score","critic_count","user_count","score_id"
0,0,0,0,2961
84,8.5,23,21,2962
77,6.1,56,173,2963
0,8,0,4,2964
82,7.7,37,55,2965
0,0,0,0,2966
78,8.7,44,54,2967
63,9,8,4,2968
81,7.3,28,20,2969
68,6.4,61,87,2970
0,0,0,0,2971
0,0,0,0,2972
89,8.8,22,24,2973
0,0,0,0,2974
70,7.1,43,17,2975
66,6.9,49,122,2976
89,8,29,12,2977
0,0,0,0,2978
85,8.8,46,172,2979
72,8.1,21,20,2980
67,7.1,41,178,2981
85,8.5,46,111,2982
82,8.6,42,12,2983
0,0,0,0,2984
0,0,0,0,2985
82,8.4,8,162,2986
42,6.2,27,45,2987
80,7.5,39,22,2988
85,8.7,47,20,2989
0,0,0,0,2990
76,8.9,24,81,2991
79,7.8,18,397,2992
69,6.8,7,5,2993
71,0,4,0,2994
74,0,28,0,2995
82,8.8,6,37,2996
84,8.8,38,33,2997
84,7.3,59,561,2998
60,7,33,40,2999
0,0,0,0,3000
89,8.6,45,2386,3001
0,0,0,0,3002
0,0,0,0,3003
0,0,0,0,3004
0,0,0,0,3005
0,0,0,0,3006
79,7.3,24,430,3007
74,9,23,33,3008
78,8.9,54,89,3009
0,0,0,0,3010
0,0,0,0,3011
71,7.1,31,98,3012
67,6,38,39,3013
0,0,0,0,3014
81,7.2,39,139,3015
63,6.8,54,121,3016
0,0,0,0,3017
0,0,0,0,3018
0,0,0,0,3019
0,0,0,0,3020
86,7.7,42,127,3021
0,0,0,0,3022
68,7.1,8,11,3023
73,6.4,9,20,3024
66,6.8,7,5,3025
0,0,0,0,3026
0,0,0,0,3027
0,0,0,0,3028
69,0,4,0,3029
81,8.8,38,9,3030
77,7.2,41,25,3031
62,7.2,12,11,3032
67,6.9,26,9,3033
78,8.1,13,21,3034
0,7,0,5,3035
65,6.3,46,43,3036
65,6.6,6,17,3037
80,7.7,35,107,3038
0,0,0,0,3039
61,7.9,21,9,3040
0,0,0,0,3041
0,6.5,0,17,3042
0,0,0,0,3043
58,8.3,10,12,3044
74,8,13,27,3045
0,0,0,0,3046
63,0,11,0,3047
69,2.9,32,52,3048
0,0,0,0,3049
0,0,0,0,3050
70,0,21,0,3051
83,7.8,70,237,3052
0,0,0,0,3053
88,8.4,52,71,3054
70,6,7,12,3055
0,0,0,0,3056
0,0,0,0,3057
0,0,0,0,3058
0,0,0,0,3059
78,8.7,30,20,3060
0,0,0,0,3061
83,6.6,44,86,3062
81,7.9,56,515,3063
0,0,0,0,3064
0,7.8,0,5,3065
92,8.7,35,465,3066
81,9,30,15,3067
94,8.5,68,7322,3068
0,0,0,0,3069
64,7.1,7,7,3070
67,7.1,37,199,3071
76,6.6,33,42,3072
71,7.4,7,5,3073
63,7.3,44,47,3074
71,7.9,30,35,3075
60,6.9,30,29,3076
0,7.8,0,24,3077
77,0,8,0,3078
71,7.8,35,61,3079
0,0,0,0,3080
88,8,64,69,3081
69,0,4,0,3082
0,0,0,0,3083
0,0,0,0,3084
70,6.7,17,44,3085
73,8.6,6,5,3086
73,8.3,39,265,3087
0,0,0,0,3088
0,0,0,0,3089
0,0,0,0,3090
63,6.3,30,26,3091
74,9,36,54,3092
0,0,0,0,3093
0,0,0,0,3094
89,8.5,50,161,3095
60,8.9,20,7,3096
76,7.4,32,25,3097
60,6.6,23,5,3098
47,6,11,6,3099
0,0,0,0,3100
82,7.2,34,9,3101
0,0,0,0,3102
85,7.8,51,192,3103
0,0,0,0,3104
84,7.8,41,29,3105
89,9.4,34,97,3106
60,7.4,35,19,3107
0,0,0,0,3108
80,8.4,61,179,3109
63,9.1,55,88,3110
0,0,0,0,3111
0,0,0,0,3112
77,8.8,48,43,3113
68,6.7,29,48,3114
0,0,0,0,3115
0,0,0,0,3116
0,0,0,0,3117
59,0,12,0,3118
0,0,0,0,3119
80,6.9,51,20,3120
54,7.5,11,26,3121
0,0,0,0,3122
64,0,8,0,3123
64,8,5,20,3124
0,0,0,0,3125
0,0,0,0,3126
0,0,0,0,3127
64,7.6,31,358,3128
0,8.3,0,13,3129
67,6.6,23,12,3130
84,7.7,10,1470,3131
54,6.2,12,29,3132
60,8,16,44,3133
64,8,38,129,3134
68,7.7,5,25,3135
84,8.4,34,49,3136
0,7.2,0,168,3137
72,7.7,21,22,3138
60,7,38,32,3139
50,4,5,65,3140
0,0,0,0,3141
74,7.4,32,28,3142
83,7.4,51,27,3143
58,7.2,24,13,3144
79,6.4,30,15,3145
0,0,0,0,3146
0,0,0,0,3147
0,0,0,0,3148
0,0,0,0,3149
61,6.6,39,48,3150
85,5.5,41,275,3151
0,0,0,0,3152
88,7.7,20,34,3153
81,8.9,45,62,3154
61,7.9,37,29,3155
75,7.3,38,31,3156
67,8.2,18,10,3157
88,7.7,56,569,3158
0,0,0,0,3159
0,0,0,0,3160
78,0,10,0,3161
64,5.9,18,176,3162
57,7.4,33,30,3163
0,0,0,0,3164
0,0,0,0,3165
0,0,0,0,3166
84,6.8,22,60,3167
74,7.7,34,109,3168
74,5.1,31,336,3169
63,5.7,25,12,3170
67,7,34,36,3171
82,7.3,44,41,3172
0,0,0,0,3173
0,7.2,0,64,3174
73,0,9,0,3175
81,8,50,45,3176
0,0,0,0,3177
0,0,0,0,3178
91,6.9,10,36,3179
82,4.5,45,4533,3180
78,8.8,24,5,3181
73,6.8,28,10,3182
0,0,0,0,3183
88,7.7,11,11,3184
0,0,0,0,3185
55,7,58,110,3186
80,6.7,17,1064,3187
0,0,0,0,3188
78,7.7,18,18,3189
0,0,0,0,3190
0,0,0,0,3191
0,0,0,0,3192
44,6.5,7,16,3193
60,7.1,45,64,3194
0,0,0,0,3195
68,7.6,24,21,3196
71,7.4,58,77,3197
32,4,30,410,3198
70,3.6,22,81,3199
82,8.4,31,32,3200
0,0,0,0,3201
0,0,0,0,3202
75,7,40,20,3203
89,8.3,25,296,3204
82,5.8,17,28,3205
62,4.6,7,20,3206
0,0,0,0,3207
80,8.4,76,178,3208
93,9.3,69,327,3209
89,8.3,40,317,3210
0,7.1,0,24,3211
88,7.7,10,7,3212
76,6.5,47,1223,3213
54,5.3,10,4,3214
78,5.5,28,157,3215
62,0,10,0,3216
0,0,0,0,3217
0,0,0,0,3218
76,7.2,43,14,3219
79,8.5,53,125,3220
90,8.3,35,366,3221
0,0,0,0,3222
0,0,0,0,3223
87,8.5,28,39,3224
77,7.7,40,15,3225
0,0,0,0,3226
78,8.4,30,38,3227
0,0,0,0,3228
0,0,0,0,3229
82,9.2,14,5,3230
0,7.2,0,11,3231
0,0,0,0,3232
89,8.2,18,14,3233
70,6.1,43,44,3234
71,8,31,10,3235
75,6,5,7,3236
71,7.3,16,20,3237
46,6.8,34,26,3238
0,0,0,0,3239
0,0,0,0,3240
93,8.3,52,115,3241
72,9.2,6,25,3242
0,0,0,0,3243
86,8,44,48,3244
0,0,0,0,3245
48,6.8,14,4,3246
0,0,0,0,3247
80,8.6,73,178,3248
0,0,0,0,3249
68,8.6,23,8,3250
67,4.6,20,274,3251
0,0,0,0,3252
0,0,0,0,3253
0,0,0,0,3254
0,0,0,0,3255
0,0,0,0,3256
74,7.8,69,112,3257
70,7.9,17,35,3258
0,8.2,0,29,3259
88,7.5,20,17,3260
0,0,0,0,3261
0,0,0,0,3262
0,0,0,0,3263
0,0,0,0,3264
80,6.1,50,25,3265
0,6,0,4,3266
50,6.3,32,6,3267
0,0,0,0,3268
0,0,0,0,3269
48,4.3,9,7,3270
68,8.4,58,263,3271
73,4.3,33,87,3272
0,0,0,0,3273
82,7,30,37,3274
0,5.5,0,6,3275
0,0,0,0,3276
72,8.6,25,12,3277
58,8.8,26,13,3278
70,6.4,61,55,3279
56,6,6,7,3280
73,7.4,13,21,3281
0,0,0,0,3282
0,0,0,0,3283
81,7,42,106,3284
75,7.6,23,259,3285
91,9.3,48,316,3286
72,8.5,20,8,3287
0,8,0,5,3288
70,6.9,29,13,3289
86,8.7,55,96,3290
71,6.3,47,28,3291
49,6.8,7,6,3292
81,8.1,29,12,3293
0,6.6,0,8,3294
84,8.1,61,304,3295
0,0,0,0,3296
87,8.9,82,391,3297
0,0,0,0,3298
90,8.6,35,115,3299
0,0,0,0,3300
46,3,43,67,3301
77,6.3,24,130,3302
70,5.9,28,34,3303
70,7.1,45,51,3304
79,5.9,43,33,3305
64,5.3,29,26,3306
85,7.3,30,70,3307
58,5.4,26,77,3308
76,0,5,0,3309
0,0,0,0,3310
0,0,0,0,3311
71,6,9,8,3312
0,0,0,0,3313
62,8.9,19,39,3314
89,0,12,0,3315
84,8.7,8,11,3316
0,0,0,0,3317
0,0,0,0,3318
67,7.3,11,4,3319
75,7.7,34,35,3320
59,5.9,14,8,3321
0,0,0,0,3322
86,7.7,9,9,3323
0,0,0,0,3324
0,0,0,0,3325
0,8.2,0,6,3326
45,6,28,137,3327
80,8.3,21,29,3328
43,3.6,25,295,3329
51,7.8,24,29,3330
64,7.4,55,69,3331
88,8.8,48,27,3332
0,0,0,0,3333
62,5.9,25,140,3334
0,8.3,0,6,3335
60,5.1,53,144,3336
72,6,7,9,3337
68,8.5,26,75,3338
0,0,0,0,3339
71,7.6,10,58,3340
61,6.7,9,14,3341
77,7.6,77,94,3342
32,4.6,38,23,3343
63,8.6,10,8,3344
52,7.5,29,39,3345
0,0,0,0,3346
87,8.6,24,94,3347
0,0,0,0,3348
0,0,0,0,3349
81,0,14,0,3350
82,8.1,78,101,3351
43,4.9,7,8,3352
35,6.8,12,6,3353
0,0,0,0,3354
0,0,0,0,3355
0,0,0,0,3356
81,8.7,58,101,3357
0,0,0,0,3358
0,0,0,0,3359
0,0,0,0,3360
0,0,0,0,3361
90,8.9,44,236,3362
0,0,0,0,3363
72,6.6,47,88,3364
0,0,0,0,3365
69,6.9,50,88,3366
72,7.6,13,45,3367
0,0,0,0,3368
0,0,0,0,3369
0,0,0,0,3370
60,3.6,28,306,3371
90,8.3,62,1180,3372
71,0,5,0,3373
0,0,0,0,3374
0,0,0,0,3375
0,5.2,0,242,3376
69,6.3,27,18,3377
0,0,0,0,3378
62,8.1,8,8,3379
0,0,0,0,3380
0,0,0,0,3381
0,3.1,0,42,3382
0,0,0,0,3383
56,5.8,9,17,3384
44,2.1,29,31,3385
0,0,0,0,3386
0,0,0,0,3387
80,7.9,16,16,3388
86,8,28,1093,3389
70,0,6,0,3390
0,0,0,0,3391
0,8,0,4,3392
88,7.1,38,54,3393
83,8.5,34,180,3394
0,0,0,0,3395
73,5.6,19,18,3396
90,8.5,31,19,3397
62,7.3,11,22,3398
0,0,0,0,3399
0,0,0,0,3400
0,0,0,0,3401
72,5.7,18,75,3402
0,0,0,0,3403
0,0,0,0,3404
88,8.2,24,1102,3405
0,0,0,0,3406
73,7.8,42,47,3407
0,0,0,0,3408
77,6.8,8,82,3409
0,0,0,0,3410
82,8.3,78,169,3411
0,0,0,0,3412
0,0,0,0,3413
74,4.9,48,44,3414
60,7.5,38,13,3415
81,9,26,20,3416
66,5.9,5,242,3417
81,9.6,25,116,3418
0,0,0,0,3419
0,7.7,0,12,3420
80,7.8,34,46,3421
0,0,0,0,3422
82,8.7,53,39,3423
44,7,14,8,3424
48,7.5,39,77,3425
58,5.1,30,38,3426
90,8.5,52,3069,3427
0,0,0,0,3428
67,7.7,34,47,3429
0,0,0,0,3430
77,6.2,56,124,3431
0,0,0,0,3432
0,0,0,0,3433
0,0,0,0,3434
58,8,23,35,3435
55,6.4,50,58,3436
68,5.7,18,29,3437
33,3.7,6,9,3438
73,8.2,35,60,3439
74,6,13,54,3440
0,0,0,0,3441
81,7.3,20,25,3442
0,0,0,0,3443
90,7.8,30,87,3444
0,0,0,0,3445
0,0,0,0,3446
68,5.1,31,15,3447
0,0,0,0,3448
89,6,7,96,3449
38,6.3,21,23,3450
74,7.7,17,6,3451
73,7.3,64,51,3452
70,7.9,51,181,3453
83,8.3,48,251,3454
84,7.8,46,67,3455
0,0,0,0,3456
0,0,0,0,3457
0,0,0,0,3458
86,7.5,33,52,3459
84,8.8,10,19,3460
77,6.8,23,13,3461
42,7.6,5,47,3462
0,0,0,0,3463
85,8.4,46,28,3464
0,0,0,0,3465
0,0,0,0,3466
0,0,0,0,3467
0,7.6,0,5,3468
71,8.3,53,55,3469
78,6.6,33,25,3470
0,0,0,0,3471
0,0,0,0,3472
71,7.1,49,38,3473
91,8.7,23,310,3474
0,0,0,0,3475
79,7.2,45,79,3476
77,8.7,14,32,3477
91,8.6,19,21,3478
0,0,0,0,3479
52,6.9,22,17,3480
78,8.5,27,29,3481
79,9,14,77,3482
0,0,0,0,3483
70,8.4,37,25,3484
0,7.8,0,34,3485
0,0,0,0,3486
90,8.1,16,8,3487
0,0,0,0,3488
76,8.3,4,6,3489
0,0,0,0,3490
85,5.7,56,73,3491
0,0,0,0,3492
85,8.8,13,4,3493
63,7.8,32,16,3494
78,8.4,22,109,3495
75,6.3,18,203,3496
0,0,0,0,3497
62,6.1,48,65,3498
60,7,25,12,3499
89,8.2,20,296,3500
0,0,0,0,3501
0,0,0,0,3502
0,5.3,0,6,3503
82,4.9,8,62,3504
0,0,0,0,3505
81,8,31,72,3506
86,8.5,21,11,3507
0,0,0,0,3508
87,8,31,261,3509
87,8.4,50,112,3510
0,0,0,0,3511
45,5.9,43,52,3512
73,7.9,27,27,3513
0,0,0,0,3514
0,0,0,0,3515
88,7.9,35,40,3516
0,3.8,0,4,3517
91,8,34,95,3518
71,7.5,30,13,3519
57,9.1,22,26,3520
0,0,0,0,3521
0,0,0,0,3522
56,5.7,25,63,3523
0,0,0,0,3524
77,8.1,28,33,3525
74,5.2,36,13,3526
0,0,0,0,3527
60,7.2,27,249,3528
80,7.8,39,126,3529
0,6,0,5,3530
70,8.9,8,17,3531
67,6.4,16,107,3532
0,0,0,0,3533
63,7,61,53,3534
74,6.3,4,8,3535
69,8.2,79,258,3536
67,0,11,0,3537
73,6.9,7,11,3538
66,5.3,31,13,3539
87,8.3,32,19,3540
58,7.7,35,70,3541
75,7.5,36,20,3542
0,0,0,0,3543
73,8.6,37,35,3544
78,8.2,32,28,3545
0,0,0,0,3546
78,8.1,33,122,3547
77,8,66,96,3548
62,8,6,4,3549
83,8.9,10,45,3550
0,8,0,47,3551
77,7.3,29,29,3552
83,8.6,49,59,3553
0,0,0,0,3554
0,0,0,0,3555
0,0,0,0,3556
0,0,0,0,3557
86,6.2,29,1727,3558
66,8.6,18,14,3559
77,8.2,13,11,3560
78,7.6,18,8,3561
64,6.5,11,19,3562
66,7.5,10,6,3563
81,8.9,26,12,3564
63,8.6,9,7,3565
65,6.9,10,8,3566
76,7.8,57,232,3567
0,0,0,0,3568
78,7.6,47,36,3569
0,0,0,0,3570
55,8.4,4,16,3571
71,7.2,50,31,3572
81,0,18,0,3573
0,0,0,0,3574
0,0,0,0,3575
80,8.2,49,29,3576
74,8.1,35,39,3577
77,7.6,16,8,3578
0,0,0,0,3579
0,0,0,0,3580
0,0,0,0,3581
80,9.1,18,22,3582
0,0,0,0,3583
50,5.8,4,5,3584
68,7.3,26,25,3585
0,0,0,0,3586
0,0,0,0,3587
67,7.8,22,53,3588
56,8.1,35,38,3589
68,7.6,11,14,3590
0,0,0,0,3591
64,7.3,41,70,3592
0,7.8,0,9,3593
0,0,0,0,3594
72,5.4,59,44,3595
56,6.5,6,8,3596
47,7,5,4,3597
72,7.5,66,128,3598
0,0,0,0,3599
71,8,36,41,3600
91,8.5,20,25,3601
0,0,0,0,3602
81,8.2,25,17,3603
72,5.8,19,4,3604
0,0,0,0,3605
83,8.5,73,625,3606
77,6.8,106,1659,3607
75,6.6,39,21,3608
58,6.3,31,32,3609
0,3.4,0,100,3610
59,6.8,14,17,3611
0,4.3,0,12,3612
77,7.5,41,80,3613
75,7.8,55,77,3614
76,8.3,17,9,3615
88,6.9,20,10,3616
78,9.1,15,35,3617
68,7.5,6,13,3618
83,8.4,64,259,3619
0,0,0,0,3620
84,8.4,58,208,3621
47,7,4,5,3622
80,8.5,22,35,3623
94,9.3,53,439,3624
0,0,0,0,3625
80,7.4,53,312,3626
0,0,0,0,3627
68,6.6,33,15,3628
0,0,0,0,3629
0,0,0,0,3630
81,5.1,21,69,3631
0,0,0,0,3632
0,0,0,0,3633
0,0,0,0,3634
0,0,0,0,3635
0,5.3,0,16,3636
67,7.8,19,19,3637
68,6.7,19,12,3638
0,0,0,0,3639
0,0,0,0,3640
0,0,0,0,3641
76,8.1,55,77,3642
93,8.4,22,17,3643
82,8.9,17,31,3644
0,0,0,0,3645
75,7.7,30,284,3646
0,0,0,0,3647
0,6.4,0,18,3648
81,6.8,18,19,3649
92,8.3,13,127,3650
0,0,0,0,3651
0,0,0,0,3652
70,3,10,1463,3653
63,7.2,43,24,3654
0,0,0,0,3655
72,8.4,31,5,3656
67,6.8,4,6,3657
86,6.9,22,1611,3658
0,0,0,0,3659
0,0,0,0,3660
0,0,0,0,3661
0,0,0,0,3662
79,9.2,28,19,3663
0,0,0,0,3664
70,7.6,22,7,3665
0,0,0,0,3666
0,0,0,0,3667
68,6.7,25,9,3668
0,0,0,0,3669
76,7.7,46,63,3670
0,0,0,0,3671
41,4.8,14,12,3672
0,0,0,0,3673
0,0,0,0,3674
74,8.5,61,26,3675
67,6.8,19,6,3676
82,7.1,34,15,3677
0,0,0,0,3678
0,0,0,0,3679
75,8.3,69,343,3680
47,5.6,8,15,3681
0,0,0,0,3682
77,8,27,350,3683
74,8.5,14,8,3684
80,6,22,79,3685
77,6.3,22,40,3686
0,0,0,0,3687
0,0,0,0,3688
70,6.5,43,19,3689
0,0,0,0,3690
80,7.8,45,26,3691
0,0,0,0,3692
82,8.8,24,10,3693
66,7,21,49,3694
75,8.6,39,22,3695
0,0,0,0,3696
88,8.4,54,298,3697
0,0,0,0,3698
72,7.4,31,64,3699
82,7.8,72,295,3700
0,0,0,0,3701
70,8.1,21,19,3702
75,5.7,14,9,3703
58,7.5,18,20,3704
84,8.5,33,13,3705
0,0,0,0,3706
0,0,0,0,3707
0,0,0,0,3708
0,0,0,0,3709
0,0,0,0,3710
0,7,0,7,3711
84,8.3,29,23,3712
81,7.5,32,25,3713
77,7.9,83,351,3714
0,0,0,0,3715
85,8.9,42,141,3716
0,0,0,0,3717
78,8.6,57,102,3718
69,7,57,87,3719
0,0,0,0,3720
0,0,0,0,3721
87,8.6,20,18,3722
74,9.2,11,42,3723
0,0,0,0,3724
89,8.4,18,38,3725
55,5.8,24,52,3726
71,7.3,56,64,3727
67,6.6,50,140,3728
58,8.6,29,10,3729
80,8.6,15,16,3730
47,0,5,0,3731
0,0,0,0,3732
0,0,0,0,3733
81,5.9,30,92,3734
0,0,0,0,3735
0,0,0,0,3736
59,8.6,17,14,3737
80,8.9,41,68,3738
41,5,8,11,3739
88,8.1,16,7,3740
83,8.7,41,38,3741
58,5.9,49,15,3742
46,4.6,7,7,3743
0,0,0,0,3744
81,7.9,21,20,3745
0,0,0,0,3746
0,0,0,0,3747
78,9.1,19,13,3748
62,6.5,5,29,3749
83,8.1,54,67,3750
0,0,0,0,3751
0,0,0,0,3752
85,8.8,62,85,3753
78,8.1,26,52,3754
75,9.3,34,49,3755
0,0,0,0,3756
78,8.3,19,13,3757
51,4.6,16,14,3758
87,8.8,49,102,3759
58,8.1,24,21,3760
82,8.3,62,288,3761
0,0,0,0,3762
78,8.3,23,8,3763
0,0,0,0,3764
0,7.9,0,8,3765
78,7.7,30,14,3766
62,7.1,38,46,3767
70,7.5,17,20,3768
0,0,0,0,3769
69,6.9,18,49,3770
0,0,0,0,3771
91,6.8,62,4052,3772
0,0,0,0,3773
0,0,0,0,3774
0,0,0,0,3775
82,8.5,43,11,3776
89,8.4,65,66,3777
72,7,42,15,3778
71,8.2,24,22,3779
59,6.6,23,10,3780
63,6.3,26,27,3781
0,0,0,0,3782
72,8.4,57,83,3783
0,0,0,0,3784
0,0,0,0,3785
69,7.6,13,9,3786
0,0,0,0,3787
81,8.5,36,11,3788
0,0,0,0,3789
0,9,0,5,3790
0,0,0,0,3791
88,8.3,62,833,3792
56,0,9,0,3793
73,7.7,22,22,3794
0,6.1,0,18,3795
75,8.3,7,4,3796
0,0,0,0,3797
69,7.8,24,22,3798
61,6.4,12,9,3799
47,5.4,5,10,3800
43,3.9,41,70,3801
60,0,8,0,3802
82,8.7,13,23,3803
91,8.6,27,1847,3804
68,7.7,36,24,3805
84,8.5,52,72,3806
0,0,0,0,3807
76,7.3,56,56,3808
0,5.1,0,235,3809
0,0,0,0,3810
0,0,0,0,3811
0,0,0,0,3812
83,7.7,57,288,3813
66,8,21,23,3814
81,8,21,25,3815
82,8.4,24,16,3816
55,0,8,0,3817
0,7.2,0,6,3818
66,8.4,11,16,3819
0,0,0,0,3820
76,6.2,18,12,3821
0,0,0,0,3822
77,8,68,114,3823
69,8.2,27,21,3824
41,4,15,21,3825
79,7.8,51,19,3826
46,5.2,10,6,3827
89,9.1,15,37,3828
68,7.2,23,14,3829
73,8.5,19,36,3830
87,9,17,126,3831
68,7.1,46,93,3832
73,5.3,37,19,3833
70,0,4,0,3834
86,8.9,61,51,3835
79,6.9,26,22,3836
90,8.2,14,15,3837
56,7.3,12,13,3838
76,4.2,25,22,3839
68,0,5,0,3840
71,8.1,5,14,3841
0,0,0,0,3842
75,7.8,32,15,3843
0,0,0,0,3844
0,0,0,0,3845
61,3.7,33,78,3846
65,3.9,21,8,3847
0,0,0,0,3848
68,6.6,45,425,3849
78,0,15,0,3850
0,0,0,0,3851
82,7.1,43,96,3852
81,8.4,26,57,3853
78,7.8,40,107,3854
79,7.8,55,29,3855
52,0,5,0,3856
74,8.1,22,22,3857
68,8.2,44,56,3858
73,8,72,227,3859
0,0,0,0,3860
0,0,0,0,3861
80,7.9,41,26,3862
0,0,0,0,3863
78,7.5,51,150,3864
90,8,20,6,3865
58,7.9,18,22,3866
78,8.6,29,35,3867
77,7.9,14,30,3868
69,8.1,11,12,3869
0,0,0,0,3870
0,0,0,0,3871
0,0,0,0,3872
0,0,0,0,3873
70,7.5,10,4,3874
81,8.8,6,9,3875
0,0,0,0,3876
0,0,0,0,3877
74,8.2,22,19,3878
71,6.1,56,113,3879
0,0,0,0,3880
76,7.3,23,18,3881
0,0,0,0,3882
59,5.5,35,22,3883
0,0,0,0,3884
47,6.3,14,7,3885
70,7.7,26,14,3886
0,0,0,0,3887
53,8.4,17,8,3888
53,6.4,55,229,3889
94,7.7,19,17,3890
0,0,0,0,3891
74,7.8,16,12,3892
77,8.2,71,298,3893
0,0,0,0,3894
67,7.4,46,139,3895
0,0,0,0,3896
64,7.5,9,4,3897
80,8.4,43,18,3898
0,6.2,0,6,3899
34,3.6,14,196,3900
76,7.6,26,38,3901
69,7.4,18,13,3902
55,4.8,8,4,3903
0,0,0,0,3904
0,0,0,0,3905
0,0,0,0,3906
0,0,0,0,3907
85,8.2,19,11,3908
56,7,10,4,3909
78,7.8,24,314,3910
0,0,0,0,3911
82,8.4,13,17,3912
62,8.8,4,8,3913
74,8.1,23,21,3914
75,8.4,45,55,3915
91,8.6,67,3542,3916
62,7.3,26,24,3917
76,4.6,11,51,3918
80,6.2,52,45,3919
0,0,0,0,3920
56,7.5,29,33,3921
70,7.7,16,67,3922
0,0,0,0,3923
66,0,7,0,3924
71,4.8,4,4,3925
0,6,0,21,3926
0,0,0,0,3927
73,7,26,21,3928
82,8.1,35,8,3929
76,7.8,54,191,3930
0,0,0,0,3931
78,8.4,30,5,3932
68,0,8,0,3933
0,0,0,0,3934
77,5.6,47,39,3935
0,0,0,0,3936
73,8.2,69,141,3937
56,0,4,0,3938
55,7.2,41,25,3939
51,7.5,9,6,3940
47,0,8,0,3941
0,0,0,0,3942
88,8.4,41,61,3943
83,8.4,34,60,3944
81,7.8,50,46,3945
86,7.6,33,12,3946
0,0,0,0,3947
81,0,30,0,3948
62,6.7,16,12,3949
60,6.5,10,4,3950
0,0,0,0,3951
44,7,13,11,3952
0,0,0,0,3953
0,0,0,0,3954
83,8.4,36,104,3955
0,0,0,0,3956
0,0,0,0,3957
54,6.9,30,28,3958
73,6.5,7,36,3959
75,7.7,13,6,3960
83,8.7,33,36,3961
78,6.6,36,55,3962
63,7.1,31,24,3963
80,7.3,18,29,3964
0,6.6,0,9,3965
71,7.5,60,169,3966
76,7.3,37,50,3967
78,7.8,60,113,3968
0,0,0,0,3969
72,6,56,96,3970
0,0,0,0,3971
0,0,0,0,3972
81,8.3,22,8,3973
88,9.1,20,26,3974
0,0,0,0,3975
0,0,0,0,3976
59,6.3,29,9,3977
0,0,0,0,3978
83,8.7,64,25,3979
66,8.2,11,9,3980
68,6.4,19,22,3981
56,0,23,0,3982
65,7.4,10,5,3983
89,8.1,61,140,3984
0,0,0,0,3985
65,7.3,8,8,3986
0,7.3,0,4,3987
0,7,0,4,3988
68,8.9,37,46,3989
80,8.2,42,30,3990
82,8.9,30,17,3991
80,8.7,25,16,3992
0,0,0,0,3993
67,9,21,26,3994
84,8.4,17,16,3995
0,0,0,0,3996
0,0,0,0,3997
69,7.3,79,86,3998
0,8.2,0,29,3999
64,7.8,42,19,4000
50,7.3,19,6,4001
0,0,0,0,4002
0,0,0,0,4003
0,0,0,0,4004
0,0,0,0,4005
70,8.1,67,157,4006
81,8,35,16,4007
61,5,46,6,4008
75,7.2,59,56,4009
83,8.4,35,33,4010
54,7,22,28,4011
0,6.7,0,6,4012
70,0,4,0,4013
55,5.5,57,31,4014
0,7.6,0,35,4015
57,5.6,16,7,4016
0,0,0,0,4017
84,6.9,42,56,4018
0,0,0,0,4019
0,0,0,0,4020
81,7.6,65,38,4021
0,0,0,0,4022
58,7.2,34,46,4023
69,7.9,42,42,4024
66,7.6,13,28,4025
59,6.5,34,144,4026
64,6.9,25,20,4027
57,5.3,37,54,4028
0,0,0,0,4029
49,0,5,0,4030
61,7.2,55,20,4031
78,8.7,36,180,4032
85,7.7,16,22,4033
81,7.7,29,111,4034
77,8.3,38,53,4035
78,6.2,71,82,4036
0,0,0,0,4037
0,0,0,0,4038
76,8.4,41,46,4039
65,6.4,69,110,4040
0,0,0,0,4041
0,0,0,0,4042
61,5,12,8,4043
0,0,0,0,4044
0,0,0,0,4045
0,0,0,0,4046
56,7.3,7,4,4047
0,7.2,0,10,4048
0,0,0,0,4049
0,4.6,0,77,4050
0,6.6,0,10,4051
76,7.7,22,19,4052
0,0,0,0,4053
0,0,0,0,4054
0,0,0,0,4055
72,6.4,26,516,4056
43,4.4,37,24,4057
0,0,0,0,4058
69,7.5,20,21,4059
72,7.6,50,41,4060
57,6.4,30,8,4061
66,0,7,0,4062
0,0,0,0,4063
0,0,0,0,4064
36,3.6,7,16,4065
72,7.7,37,38,4066
0,0,0,0,4067
84,6.1,5,31,4068
58,6.3,55,29,4069
81,7.4,70,103,4070
58,5.7,53,162,4071
0,0,0,0,4072
0,0,0,0,4073
56,6.1,18,9,4074
0,0,0,0,4075
62,7.8,4,8,4076
0,0,0,0,4077
85,5.8,34,1345,4078
78,6.5,44,11,4079
0,0,0,0,4080
0,0,0,0,4081
0,0,0,0,4082
79,8.6,50,31,4083
0,0,0,0,4084
0,0,0,0,4085
0,0,0,0,4086
87,5.6,13,65,4087
0,0,0,0,4088
55,5.5,21,20,4089
0,0,0,0,4090
73,8.1,41,21,4091
77,7.7,74,155,4092
72,7.5,71,147,4093
0,0,0,0,4094
80,7.9,44,21,4095
80,8.1,64,79,4096
78,8.2,73,76,4097
81,8.2,26,19,4098
0,0,0,0,4099
0,0,0,0,4100
0,0,0,0,4101
0,5,0,4,4102
73,5.9,8,10,4103
0,7.1,0,62,4104
0,0,0,0,4105
70,7,64,260,4106
0,0,0,0,4107
0,0,0,0,4108
72,8.1,54,118,4109
82,7.8,46,358,4110
0,0,0,0,4111
82,7.9,11,17,4112
0,7.6,0,5,4113
