"game_title","game_platform","score_id"
"Chicken Run","PS",9400
"Chicken Shoot","DS",9107
"Chicken Shoot","GBA",13589
"Chicken Shoot","Wii",5314
"Chicken Shoot 2","GBA",14387
"Child of Eden","PS3",7213
"Child of Eden","X360",4455
"Child of Light","PS4",13272
"Child of Light","PSV",11998
"Children of Mana","DS",4127
"Chili Con Carnage","PSP",15706
"Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi","3DS",11937
"Chocobo's Dungeon 2","PS",2916
"Chocobo no Fushigi Dungeon","PS",1645
"Chocobo no Fushigi Dungeon for WonderSwan","WS",8041
"Chocobo Racing","PS",4406
"Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha","DS",13374
"Chocolatier","DS",12880
"Chokkan! Asonde Relaxuma","DS",16248
"Chopper Attack","N64",10202
"Chopper Command","2600",3957
"Choro Q","PS2",16052
"Choro Q 64 2: Hacha Mecha Grand Prix Race","N64",13473
"Choro Q Marine: Q Boat","PS",12813
"Choro Q2","PS",6745
"Choro Q3","PS",6548
"Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)","N64",7839
"Chou-Kuukan Night Pro Yakyuu King(higher JP sales)","N64",7202
"Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru","PSV",16351
"Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!","DS",13558
"Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!","DS",12368
"Chou Jigen Game Neptune Mk-II","PS3",11191
"Chou Soujuu Mecha MG","DS",12526
"Chou!! Super Nep League DS","DS",15890
"Choujikuu Yousai Macross: Ai Oboete Imasu ka","SAT",10621
"Choujikuu Yousai Macross: Do You Remember Love","PS3",12987
"Chousoku Henkei Gyrozetter: Albatross no Tsubasa","3DS",13210
"Chromehounds","X360",6133
"Chronicles of Mystery: Curse of the Ancient Temple","DS",7722
"Chronicles of Mystery: The Secret Tree of Life","DS",11843
"Chronicles of the Sword","PS",13189
"Chrono Cross","PS",940
"Chrono Trigger","DS",1452
"Chrono Trigger","SNES",688
"Chrysler Classic Racing","DS",15640
"Chrysler Classic Racing","Wii",12428
"ChuChu Rocket!","GBA",11238
"Chuck E. Cheese's Game Room","DS",9458
"Chuck E. Cheese's Party Games","DS",8151
"Chuck E. Cheese's Party Games","Wii",8470
"Chuck E. Cheese's Playhouse","DS",12866
"Chuck E. Cheese's Sports Games","Wii",15096
"Chuck E. Cheese's Super Collection","Wii",15537
"Chuugaku Eitango Target 1800 DS","DS",12196
"Chuugen no Hasha: Sangoku Shouseiden","PSP",15469
"CID The Dummy","PSP",14774
"CID The Dummy","Wii",14919
"Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+","DS",12699
"Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta","PSV",10788
"CIMA: The Enemy","GBA",14569
"Circuit Breakers","PS",12065
"Circus Atari","2600",4221
"Circus Maximus: Chariot Wars","XB",11911
"Cities in Motion","PC",13051
"Cities in Motion Collection","PC",15336
"Cities XL 2011","PC",15161
"Cities XL 2012","PC",12259
"Cities: Skylines","PC",9137
"Cities: Skylines Snowfall","PC",16428
"City Builder","Wii",13929
"City Crisis","PS2",9580
"City Life: World Edition","PC",13602
"Civilization Beyond Earth: Rising Tide","PC",13721
"Civilization II","PS",6213
"Clannad","PS2",13836
"Clannad","PS3",14295
"Clannad","PSP",13869
"Clannad","X360",14851
"Clannad: Mitsumi Mamoru Sakamichi de - Gekan","PSP",14877
"Clannad: Mitsumi Mamoru Sakamichi de - Joukan","PSP",15108
"Clash of Elementalists","3DS",14335
"Clash of Elementalists","DS",4161
"Clash of the Titans","PS3",5771
"Clash of the Titans","X360",8489
"Class of Heroes","PSP",9034
"Classic Action: Devilish","DS",12156
"Classic Dungeon X2","PSP",13239
"Classic Dungeon: Fuyoku no Masoujin","PSP",14400
"Classic NES Series: Bomberman","GBA",6527
"Classic NES Series: Castlevania","GBA",5486
"Classic NES Series: Donkey Kong","GBA",2794
"Classic NES Series: Dr. Mario","GBA",3563
"Classic NES Series: Excitebike","GBA",6762
"Classic NES Series: Ice Climber","GBA",5355
"Classic NES Series: Metroid","GBA",4467
"Classic NES Series: Pac-Man","GBA",4213
"Classic NES Series: Super Mario Bros.","GBA",1343
"Classic NES Series: The Legend of Zelda","GBA",2328
"Classic NES Series: Xevious","GBA",6763
"Classic NES Series: Zelda II: The Adventure of Link","GBA",2932
"Classic Road","PS",11827
"Classic Road","SNES",10249
"Classic Word Games","DS",3882
"ClayFighter 63 1/3","N64",7399
"Clever Kids: Creepy Crawlies","DS",13444
"Clever Kids: Pirates","DS",14291
"Clive Barker's Jericho","PC",16542
"Clive Barker's Jericho","PS3",7618
"Clive Barker's Jericho","X360",5672
"Clock Tower","PS",3747
"Clock Tower 3","PS2",5499
"Clock Tower II: The Struggle Within","PS",8391
"Clock Tower: The First Fear","PS",9675
"Clock Zero: Shuuen no Ichibyou - ExTime","PSV",15840
"Clock Zero: Shuuen no Ichibyou Portable","PSP",14067
"Clockwork Empires","PC",13674
"Clockwork Knight","SAT",11107
"Close Combat: First to Fight","XB",7996
"Cloudy With a Chance of Meatballs","DS",7165
"Cloudy With a Chance of Meatballs","PS3",10485
"Cloudy With a Chance of Meatballs","PSP",11402
"Cloudy With a Chance of Meatballs","Wii",10158
"Cloudy With a Chance of Meatballs","X360",11262
"Clover no Kuni no Alice: Wonderful Wonder World","PS2",15005
"Clover no Kuni no Alice: Wonderful Wonder World","PSP",15796
"Clu Clu Land","NES",2512
"Club Penguin: Elite Penguin Force","DS",438
"Club Penguin: Elite Penguin Force - Herbert's Revenge","DS",3089
"Club Penguin: Game Day!","Wii",2187
"Clubhouse Games","DS",385
"CMT Presents: Karaoke Revolution Country","PS2",12693
"Cocoto Kart Racer","DS",13465
"Cocoto Kart Racer","Wii",12496
"Cocoto Magic Circus","Wii",15144
"Code Geass: Hangyaku no Lelouch","DS",14573
"Code Geass: Hangyaku no Lelouch - Lost Colors","PS2",12419
"Code Geass: Hangyaku no Lelouch - Lost Colors","PSP",11904
"Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou","DS",13704
"Code Lyoko","DS",13425
"Code Lyoko: Fall of X.A.N.A.","DS",11598
"Code Lyoko: Quest for Infinity","PSP",14492
"Code Lyoko: Quest for Infinity","Wii",10911
"Code Name: S.T.E.A.M.","3DS",7339
"Code of Princess","3DS",7566
"Code R","SAT",15433
"Code:Realize - Sousei no Himegimi","PSV",10737
"Coded Arms","PSP",2744
"Coded Arms: Contagion","PSP",12571
"Coded Soul: Uke Keigareshi Idea","PSP",15548
"Codename Tenka","PS",11240
"Codename: Kids Next Door: Game Boy Advance Video Volume 1","GBA",8329
"Codename: Kids Next Door: Operation S.O.D.A.","GBA",11743
"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","GC",13193
"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","PS2",10620
"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","XB",15578
"Codename: Panzers Cold War","PC",14599
"Codename: Panzers Complete Collection","PC",16622
"Codename: Panzers Phase Two","PC",16151
"Cold Fear","PS2",10096
"Cold Fear","XB",12488
"Cold Stone Creamery: Scoop It Up","Wii",12341
"Cold War","XB",15040
"Cold Winter","PS2",10069
"Colin McRae Rally","PS",507
"Colin McRae Rally 04","PC",16517
"Colin McRae Rally 04","PS2",2186
"Colin McRae Rally 04","XB",10523
"Colin McRae Rally 2.0","GBA",15078
"Colin McRae Rally 2.0","PS",2279
"Colin McRae Rally 2005","PC",16024
"Colin McRae Rally 2005","XB",13308
"Colin McRae Rally 3","PS2",1386
"Colin McRae Rally 3","XB",13928
"Collar x Malice","PSV",15924
"College Hoops 2K6","PS2",6626
"College Hoops 2K6","X360",9833
"College Hoops 2K6","XB",10684
"College Hoops 2K7","PS3",8158
"College Hoops 2K7","X360",7320
"College Hoops 2K8","PS2",5309
"College Hoops 2K8","PS3",9205
"College Hoops 2K8","X360",8182
"College Slam","PS",7896
"Colony Wars","PS",4571
"Colony Wars III: Red Sun","PS",9706
"Colony Wars: Vengeance","PS",7012
"Color Cross","DS",13456
"Colosseum: Road to Freedom","PS2",12069
"Combat","2600",1586
"Combat Elite: WWII Paratroopers","PS2",12586
"Combat Elite: WWII Paratroopers","XB",14549
"Combat Flight Simulator 3: Battle for Europe","PC",15780
"Combat Mission: Shock Force","PC",14438
"Combat of Giants: Dinosaurs 3D","3DS",4906
"Combat Wings: The Great Battles of WWII","Wii",14953
"Combat: Task Force 121","XB",11899
"Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!","PS",6586
"Command & Conquer","N64",6333
"Command & Conquer","PS",4848
"Command & Conquer 3: Deluxe Edition","PC",15401
"Command & Conquer 3: Kane's Wrath","PC",15783
"Command & Conquer 3: Kane's Wrath","X360",6811
"Command & Conquer 3: Tiberium Wars","PC",12206
"Command & Conquer 3: Tiberium Wars","X360",4566
"Command & Conquer 4: Tiberian Twilight","PC",16039
"Command & Conquer Collection","PC",15979
"Command & Conquer Renegade","PC",16492
"Command & Conquer: Red Alert","PC",511
"Command & Conquer: Red Alert","PS",4705
"Command & Conquer: Red Alert 2","PC",1462
"Command & Conquer: Red Alert 3","PC",3027
"Command & Conquer: Red Alert 3","X360",4313
"Command & Conquer: Red Alert 3 Ultimate Edition","PS3",5298
"Command & Conquer: Red Alert Retaliation","PS",2903
"Command & Conquer: The First Decade","PC",15353
"Command & Conquer: Tiberian Sun","PC",1208
"Commander: Conquest of the Americas","PC",14687
"Commando","2600",4173
"Commando","NES",1791
"Commando: Steel Disaster","DS",15423
"Commandos 2: Men of Courage","PS2",8129
"Commandos 2: Men of Courage","XB",11866
"Commandos 3: Destination Berlin","PC",15703
"Commandos: Strike Force","PS2",12595
"Commandos: Strike Force","XB",15250
"Company of Heroes","PC",13432
"Company of Heroes 2","PC",5380
"Company of Heroes: Anthology","PC",8101
"Company of Heroes: Opposing Fronts","PC",13791
"Company of Heroes: Tales of Valor","PC",13737
"Conan","PS3",5396
"Conan","X360",7740
"Conception II: Children of the Seven Stars","3DS",9711
"Conception II: Children of the Seven Stars","PSV",8340
"Conception: Please Give Birth to My Child!","PSP",11746
"Condemned 2: Bloodshot","PS3",4928
"Condemned 2: Bloodshot","X360",3208
"Condemned: Criminal Origins","X360",4661
"Conduit 2","Wii",9796
"Conflict Zone","PS2",7337
"Conflict: Denied Ops","PC",16416
"Conflict: Denied Ops","PS3",7923
"Conflict: Denied Ops","X360",7779
"Conflict: Desert Storm","GC",11730
"Conflict: Desert Storm","PS2",1185
"Conflict: Desert Storm","XB",2402
"Conflict: Desert Storm II - Back to Bagdhad","GC",13583
"Conflict: Desert Storm II - Back to Bagdhad","PS2",2664
"Conflict: Desert Storm II - Back to Bagdhad","XB",6157
"Conflict: Global Terror","PS2",7858
"Conflict: Global Terror","XB",10571
"Conflict: Vietnam","PS2",3760
"Conflict: Vietnam","XB",7143
"Congo Bongo","2600",4779
"Conker's Bad Fur Day","N64",2660
"Conker: Live And Reloaded","XB",2875
"Connect Four / Perfection / Trouble","GBA",6369
"Constantine","PS2",10263
"Constantine","XB",12737
"Contact","DS",10685
"Contender 2","PS",3645
"Contra 4","DS",5828
"Contra Advance: The Alien Wars EX","GBA",10147
"Contra III: The Alien Wars","SNES",9444
"Contra: Legacy of War","PS",3002
"Contra: Shattered Soldier","PS2",3470
"Contrast","PC",16091
"Cook Wars","Wii",14109
"Cookie & Cream","DS",15911
"Cooking Mama","DS",157
"Cooking Mama 2: Dinner With Friends","DS",361
"Cooking Mama 3: Shop & Chop","DS",1068
"Cooking Mama 4: Kitchen Magic!","3DS",3280
"Cooking Mama 5: Bon Appetit!","3DS",14337
"Cooking Mama: Cook Off","Wii",502
"Cooking Mama: My Sweets Shop","3DS",14149
"Cooking Mama: World Kitchen","Wii",2405
"Cool Boarders","PS",4519
"Cool Boarders 2","PS",712
"Cool Boarders 2001","PS",4675
"Cool Boarders 2001","PS2",5484
"Cool Boarders 3","PS",690
"Cool Boarders 4","PS",1733
"Coraline","DS",13624
"Coraline","PS2",10094
"Coraline","Wii",12886
"Coronation Street: The Mystery of the Missing Hotpot Recipe","PC",16142
"Corpse Party: Back to School Edition","3DS",12624
"Corpse Party: Blood Covered - Repeated Fear","3DS",13911
"Corpse Party: Blood Covered - Repeated Fear","PSP",13186
"Corpse Party: Blood Drive","PSV",8064
"Corpse Party: Book of Shadows","PSP",13606
"Corvette","GBA",6186
"Corvette","PS2",1477
"Corvette","XB",6813
"Corvette Evolution GT","DS",10479
"Cory in the House","DS",10107
"Cosmetic Paradise: Make no Kiseki","DS",16108
"Cosmic Ark","2600",1966
"Cosmic Family","Wii",11751
"Cosmos Chaos!","DS",12310
"Cossacks: European Wars","PC",14800
"Countdown Vampires","PS",13953
"Countdown: The Game","DS",8844
"Countdown: The Game","Wii",12990
"Counter-Strike","XB",1837
"Counter-Strike: Source","PC",11289
"Counter Force","Wii",13412
"Country Dance","Wii",3039
"Country Dance 2","Wii",4294
"Country Dance: All Stars","X360",8319
"Courier Crisis","PS",8705
"Coven and Labyrinth of Refrain","PSV",15627
"Covert Ops: Nuclear Dawn","PS",6906
"Crackdown","X360",1015
"Crackdown 2","X360",1834
"Cradle of Rome","DS",6886
"Crafting Mama","DS",3125
"Cranium Kabookii","Wii",9116
"Crash 'N' Burn","PS2",7307
"Crash 'N' Burn","XB",10851
"Crash & Spyro Superpack","GBA",7921
"Crash Bandicoot","PS",116
"Crash Bandicoot 2: Cortex Strikes Back","PS",96
"Crash Bandicoot 2: N-Tranced","GBA",1422
"Crash Bandicoot 3: Warped","PS",110
"Crash Bandicoot Purple: Ripto's Rampage","GBA",3130
"Crash Bandicoot: The Huge Adventure","GBA",1033
"Crash Bandicoot: The Wrath of Cortex","GC",3398
"Crash Bandicoot: The Wrath of Cortex","PS2",170
"Crash Bandicoot: The Wrath of Cortex","XB",1619
"Crash Bash","PS",396
"Crash Boom Bang!","DS",11218
"Crash City Mayhem","GBA",2218
"Crash Nitro Kart","GBA",4251
"Crash Nitro Kart","GC",6525
"Crash Nitro Kart","PS2",874
"Crash Nitro Kart","XB",5702
"Crash of the Titans","DS",4103
"Crash of the Titans","PS2",4668
"Crash of the Titans","PSP",3211
"Crash of the Titans","Wii",4323
"Crash of the Titans","X360",5689
"Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart","GBA",9852
"Crash Tag Team Racing","GC",8524
"Crash Tag Team Racing","PS2",3694
"Crash Tag Team Racing","PSP",6837
"Crash Tag Team Racing","XB",9628
"Crash Team Racing","PS",222
"Crash Time: Autobahn Pusuit","X360",14310
"Crash: Mind Over Mutant","DS",4614
"Crash: Mind Over Mutant","PS2",3959
"Crash: Mind Over Mutant","PSP",4568
"Crash: Mind Over Mutant","Wii",4545
"Crash: Mind Over Mutant","X360",4170
"Crash: Twinsanity","PS2",3134
"Crash: Twinsanity","XB",8932
"Crayola: Colorful Journey","Wii",11949
"Crayola: Treasure Adventures","DS",4252
"Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!","DS",11128
"Crayon Shin-Chan: Arashi o Yobu Enji","SNES",4230
"Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!","3DS",12461
"Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!","GBA",12077
"Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!","DS",12051
"Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!","3DS",15495
"Crazy Chicken Tales","Wii",12515
"Crazy Chicken: Atlantis Quest","DS",13408
"Crazy Chicken: Pharaoh's Treasure","DS",12688
"Crazy Chicken: Star Karts","DS",14259
"Crazy Climber","2600",7167
"Crazy Machines","DS",14485
"Crazy Machines","Wii",15193
"Crazy Taxi","DC",967
"Crazy Taxi","GC",4059
"Crazy Taxi","PS2",611
"Crazy Taxi 2","DC",12097
"Crazy Taxi 3: High Roller","XB",7523
"Crazy Taxi: Catch a Ride","GBA",5878
"Crazy Taxi: Fare Wars","PSP",4178
"Create","PC",12584
"Create","PS3",8593
"Create","Wii",6757
"Create","X360",9264
"Creeper World 3: Arc Eternal","Wii",10549
"Crime Crackers","PS",10679
"Crime Killer","PS",9909
"Crime Lab: Body of Evidence","DS",12300
"Crime Life: Gang Wars","XB",13285
"Crime Scene","DS",15691
"Criminal Girls 2","PSV",12947
"Criminal Girls: Invite Only","PSP",11652
"Criminal Girls: Invite Only","PSV",12313
"Crimson Gem Saga","PSP",12360
"Crimson Sea","XB",11139
"Crimson Sea 2","PS2",12052
"Crimson Skies: High Road to Revenge","XB",2377
"Crimson Tears","PS2",14234
"Crisis Core: Final Fantasy VII","PSP",432
"Critical Depth","PS",7045
"Criticom","PS",9664
"Croc 2","PS",2801
"Croc: Legend of the Gobbos","PS",363
"Cross + Channel","PSP",15841
"Cross Ange: Tenshi to Ryuu no Rondo tr.","PSV",15089
"Cross Channel: In Memory of All People","X360",15106
"Cross Edge","PS3",7003
"Cross Edge Dash","X360",16471
"Cross Treasures","DS",15473
"Crossroad Crisis","PS",16629
"CrossworDS","DS",3676
"Crouching Tiger Hidden Dragon","GBA",14203
"Crouching Tiger Hidden Dragon","PS2",9500
"Crouching Tiger Hidden Dragon","XB",16472
"Crows: Burning Edge","PS4",16366
"Cruis'n","Wii",9923
"Cruis'n Exotica","N64",7402
"Cruis'n USA","N64",1025
"Cruis'n World","N64",3166
"Cruise Ship Vacation Games","Wii",9345
"Crusader: No Remorse","PS",13381
"Crusaders of Might and Magic","PS",6593
"Crush","PSP",11563
"Crush3D","3DS",9659
"Crushed Baseball","GBA",13543
"Crypt Killer","PS",13955
"Crysis","PC",2869
"Crysis 2","PC",2776
"Crysis 2","PS3",1524
"Crysis 2","X360",1451
"Crysis 3","PC",3213
"Crysis 3","PS3",2410
"Crysis 3","X360",2297
"Crysis: Maximum Edition","PC",11160
"Crysis: Warhead","PC",15585
"Crystal Castles","2600",2657
"CSI: 3 Dimensions of Murder","PS2",8995
"CSI: Crime Scene Investigation","XB",9941
"CSI: Dark Motives","DS",11979
"CSI: Deadly Intent","Wii",6212
"CSI: Deadly Intent","X360",7542
"CSI: Deadly Intent - The Hidden Cases","DS",5308
"CSI: Fatal Conspiracy","PC",13888
"CSI: Fatal Conspiracy","PS3",8040
"CSI: Fatal Conspiracy","Wii",7265
"CSI: Fatal Conspiracy","X360",8395
"CSI: Hard Evidence","Wii",2344
"CSI: Hard Evidence","X360",10767
"CSI: Unsolved!","DS",7714
"CT Special Forces","GBA",14303
"CT Special Forces 2: Back in the Trenches","GBA",16391
"Cube","PSP",15871
"Cubic Ninja","3DS",10749
"Cubivore: Survival of the Fittest","GC",8454
"Cubix Robots for Everyone: Clash 'n' Bash","GBA",5195
"Culdcept","3DS",8664
"Culdcept","PS2",14636
"Culdcept DS","DS",10518
"Culdcept Revolt","3DS",12605
"Culdcept SAGA","X360",8575
"Curious George","GBA",8494
"Curious George","GC",8883
"Curious George","PS2",9766
"Curious George","XB",14620
"Curse of the Amsterdam Diamond","DS",16376
"Cursed Mountain","Wii",7410
"Custer's Revenge","2600",2517
"Custom Beat Battle: Draglade 2","DS",14350
"Custom Drive","PSP",15905
"Custom Robo","GC",5113
"Custom Robo","N64",5493
"Custom Robo Arena","DS",8646
"Custom Robo V2","N64",4909
"Cut the Rope","3DS",12006
"CV Casting Voice","PS3",15518
"Cy Girls","PS2",14012
"Cyber Sled","PS",9240
"Cyber Troopers Virtual-On","SAT",4652
"Cyber Troopers Virtual-On Marz","PS2",13867
"Cyberia","PS",11249
"CyberTiger","N64",12561
"CyberTiger","PS",3386
"D","PS",10412
"D.C. II P.S.: Da Capo II Plus Situation","PS2",12553
"D.C. III: Da Capo III","PSP",14952
"D.C.F.S.: Da Capo Four Seasons","PS2",13565
"D.C.I.F.: Da Capo Innocent Finale","PS2",14589
"D.Gray-man: Kami no Shitotachi","DS",13255
"D.Gray-man: Sousha no Shikaku","PS2",15192
"D1 Professional Drift Grand Prix Series","PS2",14787
"Da Capo I & II Plus Situation Portable","PSP",14016
"DaGeDar","DS",11460
"Dai-2-Ji Super Robot Taisen Î±","PS2",3374
"Dai-2-Ji Super Robot Taisen OG","PS3",5837
"Dai-2-Ji Super Robot Taisen Z Saisei-hen","PSP",5223
"Dai-2-Ji Super Robot Taisen Z: Hakai-hen","PSP",4547
"Dai-3-Ji Super Robot Taisen Î±: Shuuen no Ginga e","PS2",3381
"Dai-4-Ji Super Robot Taisen","SNES",5028
"Dai-4-Ji Super Robot Taisen S","PS",3911
"Dai Senryaku VII: Modern Military Tactics","XB",13592
"Daibakushou: Jinsei Gekijou","SNES",14576
"Daigasso! Band Brothers","DS",7904
"Daigasso! Band Brothers P","3DS",8103
"Daikaijuu Battle: Ultra Coliseum","Wii",15447
"Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu","Wii",13862
"Daikaijyuu Monogatari","SNES",5872
"Daikaijyuu Monogatari II","SNES",9745
"Daisy Fuentes Pilates","Wii",6720
"Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi","PS3",14963
"Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four","PS2",16599
"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden","PS2",10099
"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable","PSP",15184
"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS","DS",10545
"Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable","PSP",12455
"Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable","PSP",15970
"Daito Giken Koushiki Pachi-Slot Simulator: Shake II","PS2",13556
"Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune","PS2",12677
"Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable","PSP",14292
"Daito Giken Premium Pachi-Slot Collection: Yoshimune","PS2",14185
"Daiya no Kuni no Alice: Wonderful Mirror World","PSP",16421
"Dakar 2: The World's Ultimate Rally","GC",14803
"Dakar 2: The World's Ultimate Rally","XB",15345
"Damage Inc.: Pacific Squadron WWII","X360",11830
"Damnation","PS3",11115
"Damnation","X360",12026
"Danball Senki","PSP",4868
"Danball Senki Boost","PSP",7140
"Dance Central","X360",433
"Dance Central 2","X360",838
"Dance Central 3","X360",2526
"Dance Central: Spotlight","XOne",7960
"Dance Dance Revolution (Japan)","PS",1430
"Dance Dance Revolution (North America)","PS",8965
"Dance Dance Revolution 2nd ReMIX","PS",2142
"Dance Dance Revolution 3rdMix","PS",5228
"Dance Dance Revolution Disney Mix","PS",13660
"Dance Dance Revolution Extra Mix","PS",15461
"Dance Dance Revolution Extreme","PS2",776
"Dance Dance Revolution Extreme 2","PS2",1787
"Dance Dance Revolution SuperNOVA","PS2",1992
"Dance Dance Revolution SuperNOVA 2","PS2",2596
"Dance Dance Revolution Ultramix","XB",3693
"Dance Dance Revolution Ultramix 2","XB",4612
"Dance Dance Revolution Ultramix 3","XB",5054
"Dance Dance Revolution Universe","X360",5593
"Dance Dance Revolution Universe 2","X360",3983
"Dance Dance Revolution Universe 3","X360",5902
"Dance Dance Revolution X","PS2",1017
"Dance Dance Revolution X2","PS2",727
"Dance Dance Revolution: Disney Channel Edition","PS2",6874
"Dance Dance Revolution: Disney Grooves","Wii",7988
"Dance Dance Revolution: Hottest Party","Wii",814
"Dance Dance Revolution: Hottest Party 2","Wii",1170
"Dance Dance Revolution: Hottest Party 3","Wii",4418
"Dance Dance Revolution: Hottest Party 5","Wii",15112
"Dance Dance Revolution: Mario Mix","GC",4204
"Dance Dance Revolution: Mario Mix (JP sales)","GC",12801
"Dance Factory","PS2",14428
"Dance on Broadway","PS3",10963
"Dance on Broadway","Wii",2031
"Dance Paradise","X360",9780
"Dance Party: Pop Hits","Wii",4972
"Dance Sensation!","Wii",12642
"Dance with Devils","PSV",16340
"Dance! It's Your Stage","PS3",15517
"Dance! It's Your Stage","Wii",16062
"DanceDanceRevolution","PS3",7916
"DanceDanceRevolution","Wii",5382
"DanceDanceRevolution","X360",11446
"DanceDanceRevolution II","Wii",7408
"DanceMasters","X360",7765
"DanceStar Party","PS3",4490
"Dancing Blade II: Tears of Eden","PS",14520
"Dancing on Ice","DS",15944
"Dancing on Ice","Wii",10601
"Dancing With The Stars","PS2",8517
"Dancing With The Stars","Wii",6823
"Dancing with the Stars: We Dance!","DS",4890
"Dancing with the Stars: We Dance!","Wii",5048
"Danganronpa 2: Goodbye Despair","PSP",7735
"Danganronpa 2: Goodbye Despair","PSV",8310
"Danganronpa Another Episode: Ultra Despair Girls","PSV",7404
"Danganronpa: Trigger Happy Havoc","PSP",6901
"Danganronpa: Trigger Happy Havoc","PSV",5526
"Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima","3DS",11640
"Daniel X: The Ultimate Power","DS",12213
"Danny Phantom: The Ultimate Enemy","GBA",7164
"Danny Phantom: Urban Jungle","DS",13495
"Dante's Inferno","PS3",1900
"Dante's Inferno","PSP",7859
"Dante's Inferno","X360",2257
"Darius Burst: Chronicle Saviours","PSV",14607
"Darius Gaiden","SAT",10588
"Darius II","SAT",14822
"Dark Angel: Vampire Apocalypse","PS2",11113
"Dark Arena","GBA",13544
"Dark Cavern","2600",6924
"Dark Cloud","PS2",1213
"Dark Cloud 2","PS2",2136
"Dark Half","SNES",13714
"Dark Messiah of Might and Magic Elements","X360",7573
"Dark Parables: The Exiled Prince","PC",16272
"Dark Rift","N64",8850
"Dark Sector","PS3",4147
"Dark Sector","X360",4093
"Dark Souls","PC",12236
"Dark Souls","PS3",846
"Dark Souls","X360",2092
"Dark Souls II","PC",8203
"Dark Souls II","PS3",1551
"Dark Souls II","PS4",3324
"Dark Souls II","X360",2757
"Dark Souls II","XOne",7087
"Dark Souls III","PC",11893
"Dark Souls III","PS4",1108
"Dark Souls III","XOne",4888
"Dark Summit","GC",13177
"Dark Summit","PS2",7297
"Dark Summit","XB",10557
"Dark Tales: Edgar Allan Poe's The Premature Burial","PC",15574
"Dark Void","PC",15906
"Dark Void","PS3",5278
"Dark Void","X360",5757
"Darkened Skye","GC",16481
"Darkest of Days","X360",10822
"Darklight Conflict","PS",13966
"Darksiders","PC",8841
"Darksiders","PS3",15652
"Darksiders","X360",1958
"Darksiders II","PC",8765
"Darksiders II","PS3",2452
"Darksiders II","PS4",7161
"Darksiders II","WiiU",8771
"Darksiders II","X360",2591
"Darksiders II","XOne",12330
"Darksiders: Warmastered Edition","PS4",15490
"Darksiders: Warmastered Edition","XOne",16191
"Darkspore","PC",9991
"Darkstalkers 3","PS",7816
"Darkstalkers Chronicle: The Chaos Tower","PSP",8966
"Darkstalkers Resurrection","PS3",14476
"DarkStar One","PC",14198
"DarkStar One: Broken Alliance","X360",7584
"Darkstone","PS",3044
"Darkwatch","PS2",5597
"Darkwatch","XB",7379
"Data East Arcade Classics","Wii",11229
"Date-A-Live Twin Edition: Rio Reincarnation","PSV",15557
"Date A Live: Arusu Install","PS3",15337
"Date A Live: Rine Utopia","PS3",13845
"Datenshi no Amai Yuuwaku x Kaikan Phrase","DS",16196
"Dave Mirra BMX Challenge","PSP",12035
"Dave Mirra BMX Challenge","Wii",12049
"Dave Mirra Freestyle BMX","PS",1978
"Dave Mirra Freestyle BMX 2","GBA",7797
"Dave Mirra Freestyle BMX 2","GC",6226
"Dave Mirra Freestyle BMX 2","PS2",1407
"Dave Mirra Freestyle BMX 2","XB",7656
"Dave Mirra Freestyle BMX 3","GBA",14811
