"game_title","game_platform","score_id"
"Lock's Quest","DS",11053
"Lock On: Modern Air Combat","PC",14505
"LocoRoco","PSP",5007
"LocoRoco 2","PSP",5268
"Lode Runner","DS",15253
"Lode Runner","NES",1856
"Lode Runner 3-D","N64",10633
"Logic Machines","DS",14043
"Lollipop Chainsaw","PS3",3071
"Lollipop Chainsaw","X360",4106
"London 2012: The Official Video Game of the Olympic Games","PS3",3011
"London 2012: The Official Video Game of the Olympic Games","X360",3486
"Looney Tunes Duck Dodgers Starring: Daffy Duck","N64",13803
"Looney Tunes Racing","PS",6057
"Looney Tunes: Acme Arsenal","PS2",4970
"Looney Tunes: Acme Arsenal","Wii",7013
"Looney Tunes: Acme Arsenal","X360",11508
"Looney Tunes: Back in Action","GBA",8167
"Looney Tunes: Back in Action","GC",8297
"Looney Tunes: Back in Action","PS2",3940
"Looney Tunes: Cartoon Conductor","DS",13500
"Looney Tunes: Duck Amuck","DS",5868
"Looney Tunes: Galactic Sports","PSV",14547
"Looney Tunes: Sheep Raider","PS",9792
"Looney Tunes: Space Race","PS2",7669
"Loons: The Fight For Fame","XB",11981
"Lord of Apocalypse","PSP",10716
"Lord of Apocalypse","PSV",10598
"Lord of Arcana","PSP",5682
"Lord of Darkness","SNES",6147
"Lord of Magna: Maiden Heaven","3DS",12631
"Lord of the Rings: Battle for Middle-Earth","X360",5777
"Lord of the Rings: Tactics","PSP",9422
"Lord of the Rings: The Third Age","XB",4642
"Lords of the Fallen","PC",14651
"Lords of the Fallen","PS4",3849
"Lords of the Fallen","XOne",7247
"Lost Dimension","PS3",11773
"Lost Dimension","PSV",11583
"Lost Heroes","3DS",11254
"Lost Heroes","PSP",11996
"Lost Heroes 2","3DS",12106
"Lost Horizon","PC",10013
"Lost in Blue","DS",10253
"Lost in Blue 2","DS",12280
"Lost in Blue 3","DS",8270
"Lost in Blue: Shipwrecked","Wii",11686
"Lost in Shadow","Wii",9975
"Lost Kingdoms","GC",8411
"Lost Kingdoms II","GC",12760
"Lost Magic","DS",9901
"Lost Odyssey","X360",2290
"Lost Planet 2","PC",14931
"Lost Planet 2","PS3",2182
"Lost Planet 2","X360",2709
"Lost Planet 3","PC",13975
"Lost Planet 3","PS3",7499
"Lost Planet 3","X360",9929
"Lost Planet: Extreme Condition","PS3",3171
"Lost Planet: Extreme Condition","X360",1461
"Lost: Via Domus","PC",15892
"Lost: Via Domus","PS3",3958
"Lost: Via Domus","X360",3436
"Lotus Challenge","GC",16080
"Love Live! School Idol Paradise","PSV",9928
"Love Once: Mermaid's Tears","PS3",15263
"Love Plus","DS",6447
"Love Plus +","DS",6948
"Lovely Lisa","DS",9779
"Lovely Lisa and Friends","DS",9496
"Lovely x Cation 1 & 2","PSV",15632
"Loving Life with Hello Kitty & Friends","DS",6980
"Lowrider","PS2",6420
"Lucha Libre AAA: Heroes del Ring","PS3",10396
"Lucha Libre AAA: Heroes del Ring","X360",13029
"Lucian Bee's: Justice Yellow / Evil Violet","PS2",12226
"Lucian Bee's: Resurrection Supernova","PS2",16576
"Lucky * Star: Ryouou Gakuen Outousai","PS2",10702
"Lucky Luke","PS",6858
"Lufia: Curse of the Sinistrals","DS",8713
"Lufia: The Ruins of Lore","GBA",12936
"Luigi's Mansion","GC",357
"Luigi's Mansion: Dark Moon","3DS",236
"Lumines ll","PSP",5856
"Lumines: Electronic Symphony","PSV",7097
"Lumines: Puzzle Fusion","PSP",1850
"Luminous Arc","DS",6881
"Luminous Arc 2","DS",7187
"Luminous Arc 2 (JP sales)","DS",10766
"Luminous Arc 3","DS",14139
"Luminous Arc Infinity","PSV",13013
"Lumo","PSV",16350
"Lunacy","SAT",10205
"Lunar 2: Eternal Blue","SAT",9963
"Lunar 2: Eternal Blue Complete","PS",5332
"Lunar 2: Eternal Blue(sales but wrong system)","GEN",9002
"Lunar Knights","DS",7060
"Lunar Legend","GBA",7857
"Lunar: Dragon Song","DS",9786
"Lunar: Silver Star Harmony","PSP",6821
"Lunar: Silver Star Story","SAT",6998
"Lunar: Silver Star Story Complete","PS",3617
"Lunar: Silver Star Story Complete","SAT",7314
"Lunatic Dawn Tempest","PS2",15135
"Lupin III: Lupin ni wa Shi o Zenigata ni wa Koi o","PS2",13227
"Lupin Sansei: Shijou Saidai no Zunousen","DS",11892
"Lupin the 3rd: Treasure of the Sorcerer King","PS2",5955
"Lux-Pain","DS",13505
"Lux-Pain (JP sales)","DS",14561
"Luxor 3","Wii",8334
"Luxor: Pharaoh's Challenge","DS",16573
"Luxor: Pharaoh's Challenge","Wii",13876
"Luxor: The Wrath of Set","PSP",15138
"M&M's Adventure","DS",13335
"M&M's Beach Party","Wii",13586
"M&M's Blast!","GBA",6262
"M&M's Kart Racing","DS",9727
"M&M's Kart Racing","Wii",7002
"M&Ms Shell Shocked","PS",14261
"Mace Griffin: Bounty Hunter","PS2",7784
"Mace Griffin: Bounty Hunter","XB",10367
"Mace: The Dark Age","N64",7836
"Machi-Ing Maker 3 x Tousouchuu","PSP",10611
"Machi-ing Maker 4","PS3",15790
"Machi: Unmei no Kousaten","PSP",15788
"Machinarium","PC",10246
"Machine Head","PS",11993
"Macross ? Scramble","PSV",14115
"Macross 30: Ginga o Tsunagu Utagoe","PS3",10476
"Macross Ace Frontier","PSP",8595
"Macross Digital Mission VF-X","PS",5883
"Macross Triangle Frontier","PSP",9813
"Macross Ultimate Frontier","PSP",8303
"Mad Dash Racing","XB",8968
"Mad Dog McCree: Gunslinger Pack","Wii",11333
"Mad Maestro!","PS2",12450
"Mad Max (2015)","PS4",1727
"Mad Max (2015)","XOne",4082
"Madagascar","DS",5860
"Madagascar","GBA",2321
"Madagascar","GC",3051
"Madagascar","PS2",1499
"Madagascar","XB",6215
"Madagascar: Escape 2 Africa","DS",2787
"Madagascar: Escape 2 Africa","PC",16550
"Madagascar: Escape 2 Africa","PS2",5041
"Madagascar: Escape 2 Africa","PS3",7018
"Madagascar: Escape 2 Africa","Wii",3664
"Madagascar: Escape 2 Africa","X360",6683
"Madagascar: Operation Penguin","GBA",4075
"Madden Football 64","N64",2422
"Madden NFL 06","DS",9737
"Madden NFL 06","GBA",7017
"Madden NFL 06","GC",3507
"Madden NFL 06","PS2",214
"Madden NFL 06","PSP",2737
"Madden NFL 06","X360",3414
"Madden NFL 06","XB",932
"Madden NFL 07","DS",7374
"Madden NFL 07","GBA",14892
"Madden NFL 07","GC",3230
"Madden NFL 07","PS2",242
"Madden NFL 07","PS3",3839
"Madden NFL 07","PSP",2480
"Madden NFL 07","Wii",4007
"Madden NFL 07","X360",973
"Madden NFL 07","XB",2036
"Madden NFL 08","DS",6591
"Madden NFL 08","GC",11689
"Madden NFL 08","PS2",598
"Madden NFL 08","PS3",2117
"Madden NFL 08","PSP",2881
"Madden NFL 08","Wii",2378
"Madden NFL 08","X360",668
"Madden NFL 08","XB",6025
"Madden NFL 09","DS",5592
"Madden NFL 09","PS2",1270
"Madden NFL 09","PS3",915
"Madden NFL 09","PSP",2886
"Madden NFL 09","X360",609
"Madden NFL 09","XB",8186
"Madden NFL 09 All-Play","Wii",2477
"Madden NFL 10","PS2",2112
"Madden NFL 10","PS3",671
"Madden NFL 10","PSP",3065
"Madden NFL 10","Wii",2846
"Madden NFL 10","X360",515
"Madden NFL 11","PS2",3988
"Madden NFL 11","PS3",662
"Madden NFL 11","PSP",5050
"Madden NFL 11","Wii",2850
"Madden NFL 11","X360",562
"Madden NFL 12","PS3",714
"Madden NFL 12","PSP",7056
"Madden NFL 12","Wii",4434
"Madden NFL 12","X360",559
"Madden NFL 13","PS3",605
"Madden NFL 13","PS3",16234
"Madden NFL 13","PSV",5888
"Madden NFL 13","Wii",3987
"Madden NFL 13","WiiU",7068
"Madden NFL 13","X360",508
"Madden NFL 15","PS3",1315
"Madden NFL 15","PS4",750
"Madden NFL 15","X360",830
"Madden NFL 15","XOne",1184
"Madden NFL 16","PS3",2627
"Madden NFL 16","PS4",421
"Madden NFL 16","X360",2115
"Madden NFL 16","XOne",642
"Madden NFL 17","PS3",9972
"Madden NFL 17","PS4",1008
"Madden NFL 17","X360",8267
"Madden NFL 17","XOne",1616
"Madden NFL 2000","N64",3317
"Madden NFL 2000","PS",1005
"Madden NFL 2001","N64",3165
"Madden NFL 2001","PS",1086
"Madden NFL 2001","PS2",1260
"Madden NFL 2002","GBA",5661
"Madden NFL 2002","GC",3315
"Madden NFL 2002","N64",4475
"Madden NFL 2002","PS",1388
"Madden NFL 2002","PS2",453
"Madden NFL 2002","XB",3487
"Madden NFL 2003","GBA",3309
"Madden NFL 2003","GC",4536
"Madden NFL 2003","PS2",284
"Madden NFL 2003","XB",2863
"Madden NFL 2004","GBA",5709
"Madden NFL 2004","GC",3890
"Madden NFL 2004","PS2",184
"Madden NFL 2004","XB",1882
"Madden NFL 2005","DS",6580
"Madden NFL 2005","GBA",4907
"Madden NFL 2005","GC",2909
"Madden NFL 2005","PS2",239
"Madden NFL 2005","XB",1039
"Madden NFL 25","PS3",928
"Madden NFL 25","PS4",2308
"Madden NFL 25","X360",725
"Madden NFL 25","XOne",2544
"Madden NFL 97","PS",1492
"Madden NFL 98","PS",1432
"Madden NFL 99","N64",2310
"Madden NFL 99","PS",1026
"Madden NFL Football","3DS",4894
"Madou Monogatari","SAT",14381
"MadWorld","Wii",2647
"Mafia","PC",13520
"Mafia","PS2",2924
"Mafia","XB",7027
"Mafia II","PC",4834
"Mafia II","PS3",1274
"Mafia II","X360",1210
"Mafia III","PC",7780
"Mafia III","PS4",969
"Mafia III","XOne",3251
"MAG: Massive Action Game","PS3",1495
"Mage Knight: Destiny's Soldier","DS",15152
"Magi: Aratanaru Sekai","3DS",12634
"Magi: The Labyrinth of Beginning","3DS",11972
"Magic Carpet","PS",13365
"Magic Encyclopedia: Moonlight","DS",16148
"Magic Pengel: The Quest for Color","PS2",11778
"Magic: The Gathering - Battlegrounds","XB",8515
"Magic: The Gathering - Battlemage","PS",9707
"Magical Starsign (JP sales)","DS",14002
"Magical Starsign (US sales)","DS",8402
"Magical Tetris Challenge","N64",7609
"Magical Vacation","GBA",6360
"Magical ZhuZhu Princess: Carriages & Castles","DS",7928
"Magician's Quest: Mysterious Times","DS",3786
"Magician's Quest: Town of Magic","3DS",7326
"Magicians Academy","PS2",16571
"Magicka","PC",14859
"Magicka Collection","PC",14966
"Magna Carta 2","X360",5867
"Magna Carta Portable","PSP",14253
"Magna Carta: Tears of Blood","PS2",7229
"Magnetica","DS",9308
"Mah Jong Quest: Expeditions","DS",6042
"Mahjong","NES",773
"Mahjong 300","DS",14461
"Mahjong 3D: Warriors of the Emperor","3DS",13476
"Mahjong Cub3D","3DS",11136
"Mahjong Fight Club","PSP",8322
"Mahjong Fight Club DS: Wi-Fi Taiou","DS",11963
"Mahjong Kakutou Club: Zenkoku Taisenban","PS3",14649
"Mahjong Master","N64",11217
"Mahjong Taikai","DS",14090
"Mahjong Taikai IV","PS3",16347
"Mahjong: Journey Quest for Tikal","DS",8038
"Mahjongg Mysteries: Ancient Egypt","DS",7696
"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~","PS2",14846
"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu","GBA",14967
"Mahou Sensei Negima!? Neo-Pactio Fight!!","Wii",16669
"Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces","PSP",9879
"Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny","PSP",9839
"Mahouka Koukou no Rettousei: Out of Order","PSV",12619
"Mai-Otome Hime: Otome Butou Shi","PS2",15731
"Majesty 2 Collection","PC",15995
"Majesty 2: The Fantasy Kingdom Sim","PC",15964
"Majesty 2: The Fantasy Kingdom Sim","X360",14372
"Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu","DS",15326
"Majin and the Forsaken Kingdom","PS3",6082
"Majin and the Forsaken Kingdom","X360",7827
"Majin Tensei","SNES",11708
"Major Dream: Major DS Dream Baseball","DS",15126
"Major Dream: Major Wii Nagero! Gyroball!!","Wii",16192
"Major League Baseball 2K10","DS",8798
"Major League Baseball 2K10","PS2",7024
"Major League Baseball 2K10","PS3",7956
"Major League Baseball 2K10","PSP",12162
"Major League Baseball 2K10","Wii",6468
"Major League Baseball 2K10","X360",3901
"Major League Baseball 2K11","DS",11036
"Major League Baseball 2K11","PC",11464
"Major League Baseball 2K11","PS2",13243
"Major League Baseball 2K11","PS3",7567
"Major League Baseball 2K11","PSP",12887
"Major League Baseball 2K11","Wii",8738
"Major League Baseball 2K11","X360",4315
"Major League Baseball 2K12","DS",11643
"Major League Baseball 2K12","PC",13698
"Major League Baseball 2K12","PS3",7724
"Major League Baseball 2K12","PSP",10949
"Major League Baseball 2K12","Wii",8877
"Major League Baseball 2K12","X360",3981
"Major League Baseball 2K13","PS3",8717
"Major League Baseball 2K13","X360",4116
"Major League Baseball 2K5","PS2",1287
"Major League Baseball 2K5","XB",3603
"Major League Baseball 2K6","GC",8229
"Major League Baseball 2K6","PS2",4379
"Major League Baseball 2K6","PSP",9878
"Major League Baseball 2K6","X360",5080
"Major League Baseball 2K6","XB",5543
"Major League Baseball 2K7","PS2",3373
"Major League Baseball 2K7","PS3",6741
"Major League Baseball 2K7","PSP",11211
"Major League Baseball 2K7","X360",2838
"Major League Baseball 2K8","PS2",8909
"Major League Baseball 2K8","PS3",5773
"Major League Baseball 2K8","PSP",14144
"Major League Baseball 2K8","Wii",9269
"Major League Baseball 2K8","X360",3303
"Major League Baseball 2K8 Fantasy All-Stars","DS",9733
"Major League Baseball 2K9","PS2",8331
"Major League Baseball 2K9","PS3",8226
"Major League Baseball 2K9","PSP",11278
"Major League Baseball 2K9","Wii",6487
"Major League Baseball 2K9","X360",3306
"Major League Baseball Featuring Ken Griffey Jr","N64",2603
"Major Minor's Majestic March","Wii",13024
"Makai Kingdom: Chronicles of the Sacred Tome","PS2",9722
"Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita","PS3",16364
"Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita","PS3",14244
"Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita","PSP",14258
"Makai Shin Trillion","PSV",10780
"Make 10: A Journey of Numbers","DS",11989
"Maken Shao: Demon Sword","PS2",13662
"Making History: The Great War","PSP",9774
"Making History: The Great War","Wii",8978
"Malice","PS2",15526
"Malice","XB",16263
"Mame Goma 2: Uchi no Ko ga Ichiban!","DS",12828
"Mame Goma: Honobo no Nikki","DS",14339
"Mame Goma: Shiro to Kuro no Meikyuu","3DS",14205
"Mamoru-kun wa Norowarete Shimatta!","X360",16372
"Man vs. Wild","PS3",11493
"Man vs. Wild","Wii",11705
"Man vs. Wild","X360",10787
"Mana Khemia 2: Fall of Alchemy","PS2",7709
"Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+","PSP",15887
"Mana Khemia: Alchemists of Al-Revis","PS2",12718
"Mana Khemia: Alchemists of Al-Revis (JP sales)","PS2",13508
"Mana Khemia: Student Alliance","PSP",10602
"Manhunt","PS2",1544
"Manhunt","XB",7753
"Manhunt 2","PS2",3588
"Manhunt 2","PSP",5766
"Manhunt 2","Wii",3767
"MapleStory DS","DS",14630
"MAPLUS: Portable Navi","PSP",12218
"MAPLUS: Portable Navi 3","PSP",14998
"Mappy","NES",2951
"Mar Heaven: Karudea no Akuma","DS",15390
"Marble Madness / Klax","GBA",14577
"Marble Saga: Kororinpa","Wii",8559
"Marc Ecko's Getting Up: Contents Under Pressure","PS2",12896
"March of the Penguins","DS",13446
"Marginal #4: Idol of Supernova","PSV",16207
"Margot's Word Brain","DS",11840
"Margot's Word Brain","Wii",9523
"Marie no Atelier: Salburg no Renkinjutsushi","PS",6654
"Marines: Modern Urban Combat","Wii",14161
"Mario's Picross","GB",3253
"Mario & Luigi: Bowser's Inside Story","DS",329
"Mario & Luigi: Dream Team","3DS",808
"Mario & Luigi: Paper Jam","3DS",2711
"Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack","3DS",16613
"Mario & Luigi: Partners in Time","DS",1526
"Mario & Luigi: Superstar Saga","GBA",756
"Mario & Sonic at the London 2012 Olympic Games","3DS",1709
"Mario & Sonic at the London 2012 Olympic Games","Wii",334
"Mario & Sonic at the Olympic Games","DS",199
"Mario & Sonic at the Olympic Games","Wii",87
"Mario & Sonic at the Olympic Winter Games","DS",383
"Mario & Sonic at the Olympic Winter Games","Wii",238
"Mario & Sonic at the Rio 2016 Olympic Games","3DS",3789
"Mario & Sonic at the Rio 2016 Olympic Games","WiiU",5377
"Mario & Sonic at the Sochi 2014 Olympic Winter Games","WiiU",2637
"Mario & Wario","SNES",4038
"Mario Bros.","2600",1165
"Mario Bros.","NES",699
"Mario Golf","GB",5712
"Mario Golf","N64",1294
"Mario Golf: Advance Tour","GBA",4370
"Mario Golf: Toadstool Tour","GC",1226
"Mario Golf: World Tour","3DS",4097
"Mario Hoops 3 on 3","DS",1151
"Mario Kart 64","N64",64
"Mario Kart 7","3DS",41
"Mario Kart 8","WiiU",111
"Mario Kart DS","DS",12
"Mario Kart Wii","Wii",3
"Mario Kart: Double Dash!!","GC",113
"Mario Kart: Super Circuit","GBA",167
"Mario no Super Picross","SNES",4738
"Mario Paint","SNES",548
"Mario Party","N64",556
"Mario Party 10","WiiU",1175
"Mario Party 2","N64",619
"Mario Party 3","N64",907
"Mario Party 4","GC",626
"Mario Party 5","GC",805
"Mario Party 6","GC",1111
"Mario Party 7","GC",1186
"Mario Party 8","Wii",81
"Mario Party 9","Wii",440
"Mario Party Advance","GBA",2102
"Mario Party DS","DS",75
"Mario Party: Island Tour","3DS",902
"Mario Party: Star Rush","3DS",5841
"Mario Pinball Land","GBA",2950
"Mario Power Tennis","GC",1638
"Mario Sports Mix","Wii",810
"Mario Strikers Charged","Wii",592
"Mario Super Sluggers","Wii",912
"Mario Superstar Baseball","GC",1309
"Mario Tennis","3DS",15341
"Mario Tennis","GB",1712
"Mario Tennis","N64",684
"Mario Tennis","Wii",12182
"Mario Tennis Open","3DS",2156
"Mario Tennis Ultra Smash","WiiU",4388
"Mario Tennis: Power Tour","GBA",3815
"Mario vs. Donkey Kong","GBA",1740
"Mario vs. Donkey Kong 2: March of the Minis","DS",1705
"Mario vs. Donkey Kong: Mini-Land Mayhem!","DS",566
"Mario vs. Donkey Kong: Tipping Stars","3DS",12335
"Mario vs. Donkey Kong: Tipping Stars","WiiU",16425
"Mark Davis Pro Bass Challenge","PS2",8216
"Mark McMorris Infinite Air","PS4",15842
"Mark McMorris Infinite Air","XOne",16018
"Marker Man Adventures","DS",14941
"Marriage Royale: Prism Story","PSP",13136
"Martian Gothic: Unification","PS",10370
"Martian Panic","Wii",11410
"Marvel Avengers: Battle for Earth","WiiU",9904
"Marvel Avengers: Battle for Earth","X360",15628
"Marvel Nemesis: Rise of the Imperfects","DS",11317
"Marvel Nemesis: Rise of the Imperfects","GC",4992
"Marvel Nemesis: Rise of the Imperfects","PS2",2650
"Marvel Nemesis: Rise of the Imperfects","PSP",5667
"Marvel Nemesis: Rise of the Imperfects","XB",6116
"Marvel Super Hero Squad","DS",4690
"Marvel Super Hero Squad","PS2",6012
"Marvel Super Hero Squad","PSP",7447
"Marvel Super Hero Squad","Wii",5205
"Marvel Super Hero Squad: Comic Combat","PS3",7803
"Marvel Super Hero Squad: Comic Combat","Wii",8140
"Marvel Super Hero Squad: Comic Combat","X360",8198
"Marvel Super Hero Squad: The Infinity Gauntlet","3DS",10693
"Marvel Super Hero Squad: The Infinity Gauntlet","DS",7294
"Marvel Super Hero Squad: The Infinity Gauntlet","PS3",8298
"Marvel Super Hero Squad: The Infinity Gauntlet","Wii",6460
"Marvel Super Hero Squad: The Infinity Gauntlet","X360",8805
"Marvel Super Heroes","PS",5370
"Marvel Super Heroes","SAT",12567
"Marvel Super Heroes vs. Street Fighter","PS",6536
"Marvel Superheroes 3D: Grandmaster's Challenge","Wii",15980
"Marvel Trading Card Game","DS",9937
"Marvel vs. Capcom 2: New Age of Heroes","DC",9079
"Marvel vs. Capcom 2: New Age of Heroes","PS2",2703
"Marvel vs. Capcom 2: New Age of Heroes","XB",9247
"Marvel vs. Capcom 3: Fate of Two Worlds","PS3",1453
"Marvel vs. Capcom 3: Fate of Two Worlds","X360",1924
"Marvel vs. Capcom Origins","PS2",6799
"Marvel vs. Capcom: Clash of Super Heroes","DC",10659
"Marvel vs. Capcom: Clash of Super Heroes","PS",2625
"Marvel: Ultimate Alliance","PC",16339
"Marvel: Ultimate Alliance","PS2",2506
"Marvel: Ultimate Alliance","PS3",4973
"Marvel: Ultimate Alliance","PSP",5153
"Marvel: Ultimate Alliance","Wii",4818
"Marvel: Ultimate Alliance","X360",620
"Marvel: Ultimate Alliance 2","DS",7620
"Marvel: Ultimate Alliance 2","PS2",4735
"Marvel: Ultimate Alliance 2","PS3",2784
"Marvel: Ultimate Alliance 2","PSP",6744
"Marvel: Ultimate Alliance 2","Wii",5578
"Marvel: Ultimate Alliance 2","X360",2295
"Mary-Kate and Ashley: Crush Course","PS",9290
"Mary-Kate and Ashley: Girls Night Out","GBA",7500
"Mary-Kate and Ashley: Magical Mystery Mall","PS",3117
"Mary-Kate and Ashley: Sweet 16 - Licenced to Drive","GC",7134
"Mary-Kate and Ashley: Sweet 16 - Licenced to Drive","PS2",7211
"Mary-Kate and Ashley: Winners Circle","PS",9074
"Mary King's Riding School","DS",15725
"Mary King's Riding School 2","Wii",15833
"Mashiro Iro Symphony: *mutsu-no-hana","PSP",14249
"Mass Destruction","PS",10082
"Mass Effect","PC",3001
"Mass Effect","X360",497
"Mass Effect 2","PC",4881
"Mass Effect 2","PS3",1323
"Mass Effect 2","X360",451
"Mass Effect 3","PC",2127
"Mass Effect 3","PS3",1349
"Mass Effect 3","WiiU",6351
"Mass Effect 3","X360",463
"Mass Effect Trilogy","PC",6278
"Mass Effect Trilogy","PS3",4510
"Mass Effect Trilogy","X360",4793
"Master Jin Jin's IQ Challenge","DS",9229
"Master of Illusion","DS",4477
"Master of Monsters: Disciples of Gaia","PS",14618
"Master of the Monster Lair","DS",10617
"Mat Hoffman's Pro BMX","GBA",6347
"Mat Hoffman's Pro BMX","PS",3730
"Mat Hoffman's Pro BMX 2","GBA",8700
"Mat Hoffman's Pro BMX 2","GC",13786
"Mat Hoffman's Pro BMX 2","PS2",4208
"Mat Hoffman's Pro BMX 2","XB",7630
"Mata Hari: Betrayal is only a Kiss Away","PC",15335
"Match 3 Madness","DS",12989
"Matchbox Cross Town Heroes","GBA",8415
"Math Blaster in the Prime Adventure","DS",10536
"Math Play","DS",5811
"Mathews Bowhunting","Wii",7945
"Mawashite Tsunageru Touch Panic","DS",13072
"Max & the Magic Marker","DS",13480
"Max & the Magic Marker","Wii",14507
"Max Payne","GBA",14788
"Max Payne","PC",15360
"Max Payne","PS2",410
"Max Payne","XB",1648
"Max Payne 2: The Fall of Max Payne","PC",14858
"Max Payne 2: The Fall of Max Payne","PS2",1464
"Max Payne 2: The Fall of Max Payne","XB",3136
"Max Payne 3","PC",4527
"Max Payne 3","PS3",944
"Max Payne 3","X360",1135
"Maximo vs Army of Zin","PS2",7382
"Maximo: Ghosts to Glory","PS2",2665
"Maximum Capacity: Hotel Giant","PC",15394
"Maximum Chase","XB",11877
"Maximum Force","PS",10171
"Maximum Racing: Crash Car Racer","Wii",15609
"Maximum Racing: Drag & Stock Racer","Wii",14302
"Maximum Racing: GP Classic Racing","Wii",14382
"May's Mystery: Forbidden Memories","DS",11023
"Mayhem 3D","PS3",12676
"Mayhem 3D","X360",12240
"Maze Craze: A Game of Cops 'n Robbers","2600",4338
"Mazes of Fate DS","DS",13758
"MC Groovz Dance Craze","GC",7686
"McDROID","PSP",12913
"McDROID","Wii",9806
"McFarlane's Evil Prophecy","PS2",12013
"McGrath Vs. Pastrana Freestyle Motocross","PS",6522
"MDK","PS",7583
"MDK2 Armageddon","PS2",8257
"Me & My Katamari","PSP",7041
"Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken","DS",3126
"Mechanic Escape","PS3",13610
"Mechanic Master","DS",10045
"Mechanic Master 2","DS",15794
"MechAssault","XB",1803
"MechAssault 2: Lone Wolf","XB",5211
"MechAssault: Phantom War","DS",14775
"MechWarrior 2: 31st Century Combat","PS",5190
"Medabots 8","3DS",11784
"Medabots 9: Metabee / Rokusho","3DS",14270
"Medabots AX: Metabee","GBA",6706
"Medabots Dual: Kabuto / Kuwagata","3DS",11623
"Medabots Girls Mission: Metabee Ver. / Rokusho Ver.","3DS",14609
"Medabots: Infinity","GC",12945
"Medabots: Metabee","GBA",12868
"Medal of Honor","PC",4056
"Medal of Honor","PS",569
"Medal of Honor","PS3",523
"Medal of Honor","X360",587
"Medal of Honor European Assault","GC",6646
"Medal of Honor Heroes","PSP",578
"Medal of Honor Heroes 2","PSP",1761
"Medal of Honor Heroes 2","Wii",4717
"Medal of Honor: Airborne","PC",12979
"Medal of Honor: Airborne","PS3",1666
"Medal of Honor: Airborne","X360",1870
"Medal of Honor: European Assault","XB",3778
"Medal of Honor: European Assault (All Region sales)","PS2",921
"Medal of Honor: European Assault (weekly JP sales)","PS2",13148
"Medal of Honor: Frontline","GC",3388
"Medal of Honor: Frontline","PS2",115
"Medal of Honor: Frontline","XB",1269
"Medal of Honor: Infiltrator","GBA",8942
"Medal of Honor: Rising Sun","GC",4558
"Medal of Honor: Rising Sun","PS2",194
"Medal of Honor: Rising Sun","XB",1736
"Medal of Honor: Underground","GBA",11748
"Medal of Honor: Underground","PS",2135
"Medal of Honor: Vanguard","PS2",14884
"Medal of Honor: Vanguard","Wii",10896
"Medal of Honor: Warfighter","PC",5520
"Medal of Honor: Warfighter","PS3",1365
"Medal of Honor: Warfighter","X360",1766
"Medalot 7","3DS",9323
"Medarot 2: Kabuto / Kuwagata Version","GB",3692
"Medarot 3: Kabuto / Kuwagata Version","GB",6320
"Medarot 4: Kabuto / Kuwagata Version","GB",9875
"Medarot 9: Kabuto Ver. / Kuwagata Ver.","3DS",14333
"Medarot DS: Kabuto / Kuwagata Ver.","DS",9771
"Medarot: Kabuto / Kuwagata Version","GB",4773
"Medieval Games","Wii",8678
"Medieval II: Total War","PC",10820
"Medieval II: Total War Gold Edition","PC",5147
"Medieval Moves: Deadmund's Quest","PS3",6203
"MediEvil","PS",2496
"MediEvil II","PS",5022
"MediEvil: Resurrection","PSP",2535
"Mega Brain Boost","DS",16703
"Mega Man","NES",2540
"Mega Man & Bass","GBA",7031
"Mega Man 2","NES",1247
"Mega Man 3","NES",1723
"Mega Man 4","NES",2223
"Mega Man 5","NES",2594
"Mega Man 6","NES",3842
"Mega Man 64","N64",7203
"Mega Man 7","SNES",6176
"Mega Man 8 Anniversary Collector's Edition","PS",2355
"Mega Man 8 Anniversary Collector's Edition","SAT",12842
"Mega Man Anniversary Collection","GC",4613
"Mega Man Anniversary Collection","PS2",3416
"Mega Man Anniversary Collection","XB",9464
"Mega Man Battle Chip Challenge","GBA",10063
"Mega Man Battle Network","GBA",4554
"Mega Man Battle Network 2","GBA",5772
"Mega Man Battle Network 3 Blue / White Version","GBA",1521
"Mega Man Battle Network 4: Red Sun / Blue Moon","GBA",1489
"Mega Man Battle Network 5: Double Team DS (JP sales)","DS",10340
"Mega Man Battle Network 5: Double Team DS (US sales)","DS",12517
"Mega Man Battle Network 5: Team Colonel / Protoman","GBA",7050
"Mega Man Battle Network 6: Cybeast Falzar / Gregar","GBA",2694
"Mega Man Battle Network: Operation Shooting Star","DS",11792
"Mega Man II","GB",6145
"Mega Man Legacy Collection","3DS",7459
"Mega Man Legacy Collection","PS4",11421
"Mega Man Legends","PS",2491
"Mega Man Legends 2","PS",4644
"Mega Man Maverick Hunter X","PSP",5767
